Día;Altas nuevos usuarios activos ab. anual sin ttp día;Altas nuevos usuarios activos ab. anual con ttp día;Altas nuevos usuarios activos ab. anual total día;;Usuarios activos ab. anual sin ttp acumulado desde inicio;Usuarios activos ab. anual con ttp acumulado desde inicio;Usuarios activos ab. anual total acumulado desde inicio;;;;;;;;;;;;
6/5/20;12;120;132;;25.399;47.871;73.270;;;;;;;;;;;;
6/6/20;72;156;228;;25.471;48.027;73.498;;;;;;;;;;;;
6/7/20;38;282;320;;25.509;48.309;73.818;;;;;;;;;;;;
6/8/20;29;228;257;;25.538;48.537;74.075;;;;;;;;;;;;
6/9/20;20;134;154;;25.558;48.671;74.229;;;;;;;;;;;;
6/10/20;22;125;147;;25.580;48.796;74.376;;;;;;;;;;;;
6/11/20;25;107;132;;25.605;48.903;74.508;;;;;;;;;;;;
6/12/20;4;147;151;;25.609;49.050;74.659;;;;;;;;;;;;
6/13/20;28;32;60;;25.637;49.082;74.719;;;;;;;;;;;;
6/14/20;65;218;283;;25.702;49.300;75.002;;;;;;;;;;;;
6/15/20;29;233;262;;25.731;49.533;75.264;;;;;;;;;;;;
6/16/20;38;100;138;;25.769;49.633;75.402;;;;;;;;;;;;
6/17/20;16;63;79;;25.785;49.696;75.481;;;;;;;;;;;;
6/18/20;-10;90;80;;25.775;49.786;75.561;;;;;;;;;;;;
6/19/20;-14;25;11;;25.761;49.811;75.572;;;;;;;;;;;;
6/20/20;31;113;144;;25.792;49.924;75.716;;;;;;;;;;;;
6/21/20;49;166;215;;25.841;50.090;75.931;;;;;;;;;;;;
6/22/20;19;177;196;;25.860;50.267;76.127;;;;;;;;;;;;
6/23/20;8;62;70;;25.868;50.329;76.197;;;;;;;;;;;;
6/24/20;2;50;52;;25.870;50.379;76.249;;;;;;;;;;;;
6/25/20;21;94;115;;25.891;50.473;76.364;;;;;;;;;;;;
6/26/20;-26;-35;-61;;25.865;50.438;76.303;;;;;;;;;;;;
6/27/20;9;36;45;;25.874;50.474;76.348;;;;;;;;;;;;
6/28/20;30;107;137;;25.904;50.581;76.485;;;;;;;;;;;;
6/29/20;34;104;138;;25.938;50.685;76.623;;;;;;;;;;;;
6/30/20;1;44;45;;25.939;50.729;76.668;;;;;;;;;;;;
7/1/20;-10;5;-5;;25.929;50.734;76.663;;;;;;;;;;;;
7/2/20;11;50;61;;25.940;50.784;76.724;;;;;;;;;;;;
7/3/20;-51;-13;-64;;25.889;50.771;76.660;;;;;;;;;;;;
7/4/20;-14;52;38;;25.875;50.823;76.698;;;;;;;;;;;;
7/5/20;25;107;132;;25.900;50.930;76.830;;;;;;;;;;;;
7/6/20;23;91;114;;25.923;51.021;76.944;;;;;;;;;;;;
7/7/20;-31;30;-1;;25.892;51.051;76.943;;;;;;;;;;;;
7/8/20;3;33;36;;25.895;51.084;76.979;;;;;;;;;;;;
7/9/20;-15;4;-11;;25.880;51.088;76.968;;;;;;;;;;;;
7/10/20;-34;-54;-88;;25.846;51.034;76.880;;;;;;;;;;;;
7/11/20;-1;20;19;;25.845;51.054;76.899;;;;;;;;;;;;
7/12/20;24;55;79;;25.869;51.109;76.978;;;;;;;;;;;;
7/13/20;17;79;96;;25.886;51.188;77.074;;;;;;;;;;;;
7/14/20;1;19;20;;25.887;51.207;77.094;;;;;;;;;;;;
7/15/20;14;46;60;;25.901;51.253;77.154;;;;;;;;;;;;
7/16/20;-1;25;24;;25.900;51.278;77.178;;;;;;;;;;;;
7/17/20;-36;-71;-107;;25.864;51.207;77.071;;;;;;;;;;;;
7/18/20;-4;-2;-6;;25.860;51.205;77.065;;;;;;;;;;;;
7/19/20;14;66;80;;25.874;51.271;77.145;;;;;;;;;;;;
7/20/20;7;41;48;;25.881;51.312;77.193;;;;;;;;;;;;
7/21/20;-3;-2;-5;;25.878;51.310;77.188;;;;;;;;;;;;
7/22/20;8;27;35;;25.886;51.337;77.223;;;;;;;;;;;;
7/23/20;-12;18;6;;25.874;51.355;77.229;;;;;;;;;;;;
7/24/20;-24;-16;-40;;25.850;51.339;77.189;;;;;;;;;;;;
7/25/20;-16;-33;-49;;25.834;51.306;77.140;;;;;;;;;;;;
7/26/20;12;56;68;;25.846;51.362;77.208;;;;;;;;;;;;
7/27/20;20;32;52;;25.866;51.394;77.260;;;;;;;;;;;;
7/28/20;-10;0;-10;;25.856;51.394;77.250;;;;;;;;;;;;
7/29/20;-11;13;2;;25.845;51.407;77.252;;;;;;;;;;;;
7/30/20;-25;-12;-37;;25.820;51.395;77.215;;;;;;;;;;;;
7/31/20;-63;-98;-161;;25.757;51.297;77.054;;;;;;;;;;;;
8/1/20;-5;20;15;;25.752;51.317;77.069;;;;;;;;;;;;
8/2/20;11;59;70;;25.763;51.376;77.139;;;;;;;;;;;;
8/3/20;20;61;81;;25.783;51.437;77.220;;;;;;;;;;;;
8/4/20;-19;16;-3;;25.764;51.453;77.217;;;;;;;;;;;;
8/5/20;-13;17;4;;25.751;51.470;77.221;;;;;;;;;;;;
8/6/20;9;17;26;;25.760;51.487;77.247;;;;;;;;;;;;
8/7/20;-52;-62;-114;;25.708;51.425;77.133;;;;;;;;;;;;
8/8/20;-2;-47;-49;;25.706;51.378;77.084;;;;;;;;;;;;
8/9/20;25;19;44;;25.731;51.397;77.128;;;;;;;;;;;;
8/10/20;19;25;44;;25.750;51.422;77.172;;;;;;;;;;;;
8/11/20;-20;-14;-34;;25.730;51.408;77.138;;;;;;;;;;;;
8/12/20;4;-40;-36;;25.734;51.368;77.102;;;;;;;;;;;;
8/13/20;-8;-20;-28;;25.726;51.348;77.074;;;;;;;;;;;;
8/14/20;-35;-49;-84;;25.691;51.299;76.990;;;;;;;;;;;;
8/15/20;-4;-29;-33;;25.687;51.270;76.957;;;;;;;;;;;;
8/16/20;50;23;73;;25.737;51.293;77.030;;;;;;;;;;;;
8/17/20;29;53;82;;25.766;51.346;77.112;;;;;;;;;;;;
8/18/20;4;-17;-13;;25.770;51.329;77.099;;;;;;;;;;;;
8/19/20;-6;-32;-38;;25.764;51.297;77.061;;;;;;;;;;;;
8/20/20;-12;-9;-21;;25.752;51.288;77.040;;;;;;;;;;;;
8/21/20;-43;-45;-88;;25.709;51.243;76.952;;;;;;;;;;;;
8/22/20;17;7;24;;25.726;51.250;76.976;;;;;;;;;;;;
8/23/20;28;30;58;;25.754;51.280;77.034;;;;;;;;;;;;
8/24/20;47;35;82;;25.801;51.315;77.116;;;;;;;;;;;;
8/25/20;15;27;42;;25.816;51.342;77.158;;;;;;;;;;;;
8/26/20;-25;-39;-64;;25.791;51.303;77.094;;;;;;;;;;;;
8/27/20;22;-7;15;;25.813;51.296;77.109;;;;;;;;;;;;
8/28/20;-11;-101;-112;;25.802;51.195;76.997;;;;;;;;;;;;
8/29/20;101;-10;91;;25.903;51.185;77.088;;;;;;;;;;;;
8/30/20;108;13;121;;26.011;51.198;77.209;;;;;;;;;;;;
8/31/20;115;29;144;;26.126;51.227;77.353;;;;;;;;;;;;
9/1/20;110;21;131;;26.236;51.248;77.484;;;;;;;;;;;;
9/2/20;29;22;51;;26.265;51.270;77.535;;;;;;;;;;;;
9/3/20;-11;46;35;;26.254;51.316;77.570;;;;;;;;;;;;
9/4/20;-74;-113;-187;;26.180;51.203;77.383;;;;;;;;;;;;
9/5/20;6;27;33;;26.186;51.230;77.416;;;;;;;;;;;;
9/6/20;55;65;120;;26.241;51.295;77.536;;;;;;;;;;;;
9/7/20;47;93;140;;26.288;51.388;77.676;;;;;;;;;;;;
9/8/20;24;30;54;;26.312;51.418;77.730;;;;;;;;;;;;
9/9/20;13;59;72;;26.325;51.477;77.802;;;;;;;;;;;;
9/10/20;25;55;80;;26.350;51.532;77.882;;;;;;;;;;;;
9/11/20;-92;-48;-140;;26.258;51.484;77.742;;;;;;;;;;;;
9/12/20;112;-23;89;;26.370;51.461;77.831;;;;;;;;;;;;
9/13/20;55;153;208;;26.425;51.614;78.039;;;;;;;;;;;;
9/14/20;1;-2;-1;;26.426;51.612;78.038;;;;;;;;;;;;
9/15/20;-22;-18;-40;;26.404;51.594;77.998;;;;;;;;;;;;
9/16/20;75;79;154;;26.479;51.673;78.152;;;;;;;;;;;;
9/17/20;51;34;85;;26.530;51.707;78.237;;;;;;;;;;;;
9/18/20;-21;-65;-86;;26.509;51.642;78.151;;;;;;;;;;;;
9/19/20;25;-40;-15;;26.534;51.602;78.136;;;;;;;;;;;;
9/20/20;64;-2;62;;26.598;51.600;78.198;;;;;;;;;;;;
9/21/20;31;21;52;;26.629;51.621;78.250;;;;;;;;;;;;
9/22/20;36;-27;9;;26.665;51.594;78.259;;;;;;;;;;;;
9/23/20;-40;-54;-94;;26.625;51.540;78.165;;;;;;;;;;;;
9/24/20;-39;-64;-103;;26.586;51.476;78.062;;;;;;;;;;;;
9/25/20;31;30;61;;26.617;51.506;78.123;;;;;;;;;;;;
9/26/20;44;35;79;;26.661;51.541;78.202;;;;;;;;;;;;
9/27/20;44;59;103;;26.705;51.600;78.305;;;;;;;;;;;;
9/28/20;35;48;83;;26.740;51.648;78.388;;;;;;;;;;;;
9/29/20;45;57;102;;26.785;51.705;78.490;;;;;;;;;;;;
9/30/20;36;46;82;;26.821;51.751;78.572;;;;;;;;;;;;
10/1/20;20;41;61;;26.841;51.792;78.633;;;;;;;;;;;;
10/2/20;18;39;57;;26.859;51.831;78.690;;;;;;;;;;;;
10/3/20;34;31;65;;26.893;51.862;78.755;;;;;;;;;;;;
10/4/20;45;78;123;;26.938;51.940;78.878;;;;;;;;;;;;
10/5/20;28;68;96;;26.966;52.008;78.974;;;;;;;;;;;;
10/6/20;28;64;92;;26.994;52.072;79.066;;;;;;;;;;;;
10/7/20;44;40;84;;27.038;52.112;79.150;;;;;;;;;;;;
10/8/20;-37;-66;-103;;27.001;52.046;79.047;;;;;;;;;;;;
10/9/20;15;-40;-25;;27.016;52.006;79.022;;;;;;;;;;;;
10/10/20;29;12;41;;27.045;52.018;79.063;;;;;;;;;;;;
10/11/20;60;83;143;;27.105;52.101;79.206;;;;;;;;;;;;
10/12/20;62;89;151;;27.167;52.190;79.357;;;;;;;;;;;;
10/13/20;47;61;108;;27.214;52.251;79.465;;;;;;;;;;;;
10/14/20;25;20;45;;27.239;52.271;79.510;;;;;;;;;;;;
10/15/20;18;11;29;;27.257;52.282;79.539;;;;;;;;;;;;
10/16/20;16;-5;11;;27.273;52.277;79.550;;;;;;;;;;;;
10/17/20;-5;-95;-100;;27.268;52.182;79.450;;;;;;;;;;;;
10/18/20;75;44;119;;27.343;52.226;79.569;;;;;;;;;;;;
10/19/20;33;52;85;;27.376;52.278;79.654;;;;;;;;;;;;
10/20/20;1;-26;-25;;27.377;52.252;79.629;;;;;;;;;;;;
10/21/20;-22;-38;-60;;27.355;52.214;79.569;;;;;;;;;;;;
10/22/20;0;-41;-41;;27.355;52.173;79.528;;;;;;;;;;;;
10/23/20;-10;16;6;;27.345;52.189;79.534;;;;;;;;;;;;
10/24/20;-76;-113;-189;;27.269;52.076;79.345;;;;;;;;;;;;
10/25/20;27;24;51;;27.296;52.100;79.396;;;;;;;;;;;;
10/26/20;25;18;43;;27.321;52.118;79.439;;;;;;;;;;;;
10/27/20;-25;-16;-41;;27.296;52.102;79.398;;;;;;;;;;;;
10/28/20;-25;-7;-32;;27.271;52.095;79.366;;;;;;;;;;;;
10/29/20;-22;-25;-47;;27.249;52.070;79.319;;;;;;;;;;;;
10/30/20;-83;-124;-207;;27.166;51.946;79.112;;;;;;;;;;;;
10/31/20;11;12;23;;27.177;51.958;79.135;;;;;;;;;;;;
11/1/20;47;65;112;;27.224;52.023;79.247;;;;;;;;;;;;
11/2/20;27;32;59;;27.251;52.055;79.306;;;;;;;;;;;;
11/3/20;16;15;31;;27.267;52.070;79.337;;;;;;;;;;;;
11/4/20;0;-61;-61;;27.267;52.009;79.276;;;;;;;;;;;;
11/5/20;-22;-57;-79;;27.245;51.952;79.197;;;;;;;;;;;;
11/6/20;-40;-115;-155;;27.205;51.837;79.042;;;;;;;;;;;;
11/7/20;-85;-154;-239;;27.120;51.683;78.803;;;;;;;;;;;;
11/8/20;52;34;86;;27.172;51.717;78.889;;;;;;;;;;;;
11/9/20;26;32;58;;27.198;51.749;78.947;;;;;;;;;;;;
11/10/20;20;26;46;;27.218;51.775;78.993;;;;;;;;;;;;
11/11/20;2;-37;-35;;27.220;51.738;78.958;;;;;;;;;;;;
11/12/20;7;-32;-25;;27.227;51.706;78.933;;;;;;;;;;;;
11/13/20;-10;-19;-29;;27.217;51.687;78.904;;;;;;;;;;;;
11/14/20;-5;-51;-56;;27.212;51.636;78.848;;;;;;;;;;;;
11/15/20;37;10;47;;27.249;51.646;78.895;;;;;;;;;;;;
11/16/20;31;14;45;;27.280;51.660;78.940;;;;;;;;;;;;
11/17/20;-85;-177;-262;;27.195;51.483;78.678;;;;;;;;;;;;
11/18/20;-20;-25;-45;;27.175;51.458;78.633;;;;;;;;;;;;
11/19/20;-3;-23;-26;;27.172;51.435;78.607;;;;;;;;;;;;
11/20/20;21;-22;-1;;27.193;51.413;78.606;;;;;;;;;;;;
11/21/20;-46;-156;-202;;27.147;51.257;78.404;;;;;;;;;;;;
11/22/20;55;12;67;;27.202;51.269;78.471;;;;;;;;;;;;
11/23/20;14;25;39;;27.216;51.294;78.510;;;;;;;;;;;;
11/24/20;-13;-42;-55;;27.203;51.252;78.455;;;;;;;;;;;;
11/25/20;-13;-50;-63;;27.190;51.202;78.392;;;;;;;;;;;;
11/26/20;-21;-64;-85;;27.169;51.138;78.307;;;;;;;;;;;;
11/27/20;-96;-171;-267;;27.073;50.967;78.040;;;;;;;;;;;;
11/28/20;-26;-38;-64;;27.047;50.929;77.976;;;;;;;;;;;;
11/29/20;13;7;20;;27.060;50.936;77.996;;;;;;;;;;;;
11/30/20;21;15;36;;27.081;50.951;78.032;;;;;;;;;;;;
12/1/20;-26;-23;-49;;27.055;50.928;77.983;;;;;;;;;;;;
12/2/20;-28;-50;-78;;27.027;50.878;77.905;;;;;;;;;;;;
12/3/20;-17;-40;-57;;27.010;50.838;77.848;;;;;;;;;;;;
12/4/20;-65;-121;-186;;26.945;50.717;77.662;;;;;;;;;;;;
12/5/20;-9;-22;-31;;26.936;50.695;77.631;;;;;;;;;;;;
12/6/20;20;23;43;;26.956;50.718;77.674;;;;;;;;;;;;
12/7/20;22;8;30;;26.978;50.726;77.704;;;;;;;;;;;;
12/8/20;33;17;50;;27.011;50.743;77.754;;;;;;;;;;;;
12/9/20;19;20;39;;27.030;50.763;77.793;;;;;;;;;;;;
12/10/20;-5;-26;-31;;27.025;50.737;77.762;;;;;;;;;;;;
12/11/20;-8;-20;-28;;27.017;50.717;77.734;;;;;;;;;;;;
12/12/20;-14;-33;-47;;27.003;50.684;77.687;;;;;;;;;;;;
12/13/20;15;32;47;;27.018;50.716;77.734;;;;;;;;;;;;
12/14/20;20;31;51;;27.038;50.747;77.785;;;;;;;;;;;;
12/15/20;-44;-87;-131;;26.994;50.660;77.654;;;;;;;;;;;;
12/16/20;9;-1;8;;27.003;50.659;77.662;;;;;;;;;;;;
12/17/20;13;-22;-9;;27.016;50.637;77.653;;;;;;;;;;;;
12/18/20;7;-6;1;;27.023;50.631;77.654;;;;;;;;;;;;
12/19/20;-16;-17;-33;;27.007;50.614;77.621;;;;;;;;;;;;
12/20/20;19;14;33;;27.026;50.628;77.654;;;;;;;;;;;;
12/21/20;15;15;30;;27.041;50.643;77.684;;;;;;;;;;;;
12/22/20;-54;-100;-154;;26.987;50.543;77.530;;;;;;;;;;;;
12/23/20;-7;-22;-29;;26.980;50.521;77.501;;;;;;;;;;;;
12/24/20;3;-11;-8;;26.983;50.510;77.493;;;;;;;;;;;;
12/25/20;-47;-52;-99;;26.936;50.458;77.394;;;;;;;;;;;;
12/26/20;30;26;56;;26.966;50.484;77.450;;;;;;;;;;;;
12/27/20;11;13;24;;26.977;50.497;77.474;;;;;;;;;;;;
12/28/20;24;16;40;;27.001;50.513;77.514;;;;;;;;;;;;
12/29/20;4;-1;3;;27.005;50.512;77.517;;;;;;;;;;;;
12/30/20;-10;-24;-34;;26.995;50.488;77.483;;;;;;;;;;;;
12/31/20;0;-20;-20;;26.995;50.468;77.463;;;;;;;;;;;;
1/1/21;4;-4;0;;26.999;50.464;77.463;;;;;;;;;;;;
1/2/21;27;22;49;;27.026;50.486;77.512;;;;;;;;;;;;
1/3/21;29;23;52;;27.055;50.509;77.564;;;;;;;;;;;;
1/4/21;16;25;41;;27.071;50.534;77.605;;;;;;;;;;;;
1/5/21;-36;-66;-102;;27.035;50.468;77.503;;;;;;;;;;;;
1/6/21;3;-3;0;;27.038;50.465;77.503;;;;;;;;;;;;
1/7/21;9;5;14;;27.047;50.470;77.517;;;;;;;;;;;;
1/8/21;-12;-21;-33;;27.035;50.449;77.484;;;;;;;;;;;;
1/9/21;-24;-27;-51;;27.011;50.422;77.433;;;;;;;;;;;;
1/10/21;8;3;11;;27.019;50.425;77.444;;;;;;;;;;;;
1/11/21;7;-14;-7;;27.026;50.411;77.437;;;;;;;;;;;;
1/12/21;-49;-69;-118;;26.977;50.342;77.319;;;;;;;;;;;;
1/13/21;-26;-27;-53;;26.951;50.315;77.266;;;;;;;;;;;;
1/14/21;-9;-19;-28;;26.942;50.296;77.238;;;;;;;;;;;;
1/15/21;-13;-33;-46;;26.929;50.263;77.192;;;;;;;;;;;;
1/16/21;-33;-54;-87;;26.896;50.209;77.105;;;;;;;;;;;;
1/17/21;7;8;15;;26.903;50.217;77.120;;;;;;;;;;;;
1/18/21;6;-3;3;;26.909;50.214;77.123;;;;;;;;;;;;
1/19/21;-4;-25;-29;;26.905;50.189;77.094;;;;;;;;;;;;
1/20/21;-22;-16;-38;;26.883;50.173;77.056;;;;;;;;;;;;
1/21/21;-7;-15;-22;;26.876;50.158;77.034;;;;;;;;;;;;
1/22/21;-19;-46;-65;;26.857;50.112;76.969;;;;;;;;;;;;
1/23/21;-1;-5;-6;;26.856;50.107;76.963;;;;;;;;;;;;
1/24/21;14;15;29;;26.870;50.122;76.992;;;;;;;;;;;;
1/25/21;41;11;52;;26.911;50.133;77.044;;;;;;;;;;;;
1/26/21;13;-24;-11;;26.924;50.109;77.033;;;;;;;;;;;;
1/27/21;0;7;7;;26.924;50.116;77.040;;;;;;;;;;;;
1/28/21;4;9;13;;26.928;50.125;77.053;;;;;;;;;;;;
1/29/21;-10;-26;-36;;26.918;50.099;77.017;;;;;;;;;;;;
1/30/21;15;12;27;;26.933;50.111;77.044;;;;;;;;;;;;
1/31/21;26;40;66;;26.959;50.151;77.110;;;;;;;;;;;;
2/1/21;16;17;33;;26.975;50.168;77.143;;;;;;;;;;;;
2/2/21;-2;-9;-11;;26.973;50.159;77.132;;;;;;;;;;;;
2/3/21;20;17;37;;26.993;50.176;77.169;;;;;;;;;;;;
2/4/21;-11;-6;-17;;26.982;50.170;77.152;;;;;;;;;;;;
2/5/21;-3;-17;-20;;26.979;50.153;77.132;;;;;;;;;;;;
2/6/21;19;5;24;;26.998;50.158;77.156;;;;;;;;;;;;
2/7/21;33;57;90;;27.031;50.215;77.246;;;;;;;;;;;;
2/8/21;11;16;27;;27.042;50.231;77.273;;;;;;;;;;;;
2/9/21;-2;5;3;;27.040;50.236;77.276;;;;;;;;;;;;
2/10/21;9;23;32;;27.049;50.259;77.308;;;;;;;;;;;;
2/11/21;7;5;12;;27.056;50.264;77.320;;;;;;;;;;;;
2/12/21;-9;0;-9;;27.047;50.264;77.311;;;;;;;;;;;;
2/13/21;45;42;87;;27.092;50.306;77.398;;;;;;;;;;;;
2/14/21;47;44;91;;27.139;50.350;77.489;;;;;;;;;;;;
2/15/21;17;28;45;;27.156;50.378;77.534;;;;;;;;;;;;
2/16/21;15;25;40;;27.171;50.403;77.574;;;;;;;;;;;;
2/17/21;13;12;25;;27.184;50.415;77.599;;;;;;;;;;;;
2/18/21;20;19;39;;27.204;50.434;77.638;;;;;;;;;;;;
2/19/21;-2;10;8;;27.202;50.444;77.646;;;;;;;;;;;;
2/20/21;35;22;57;;27.237;50.466;77.703;;;;;;;;;;;;
2/21/21;11;10;21;;27.248;50.476;77.724;;;;;;;;;;;;
2/22/21;23;13;36;;27.271;50.489;77.760;;;;;;;;;;;;
2/23/21;20;2;22;;27.291;50.491;77.782;;;;;;;;;;;;
2/24/21;12;-11;1;;27.303;50.480;77.783;;;;;;;;;;;;
2/25/21;14;0;14;;27.317;50.480;77.797;;;;;;;;;;;;
2/26/21;12;-21;-9;;27.329;50.459;77.788;;;;;;;;;;;;
2/27/21;49;26;75;;27.378;50.485;77.863;;;;;;;;;;;;
2/28/21;33;30;63;;27.411;50.515;77.926;;;;;;;;;;;;
3/1/21;36;18;54;;27.447;50.533;77.980;;;;;;;;;;;;
3/2/21;-8;-25;-33;;27.439;50.508;77.947;;;;;;;;;;;;
3/3/21;0;-4;-4;;27.439;50.504;77.943;;;;;;;;;;;;
3/4/21;13;11;24;;27.452;50.515;77.967;;;;;;;;;;;;
3/5/21;-16;-27;-43;;27.436;50.488;77.924;;;;;;;;;;;;
3/6/21;21;18;39;;27.457;50.506;77.963;;;;;;;;;;;;
3/7/21;26;46;72;;27.483;50.552;78.035;;;;;;;;;;;;
3/8/21;22;4;26;;27.505;50.556;78.061;;;;;;;;;;;;
3/9/21;7;4;11;;27.512;50.560;78.072;;;;;;;;;;;;
3/10/21;3;-9;-6;;27.515;50.551;78.066;;;;;;;;;;;;
3/11/21;13;6;19;;27.528;50.557;78.085;;;;;;;;;;;;
3/12/21;-19;-31;-50;;27.509;50.526;78.035;;;;;;;;;;;;
3/13/21;29;34;63;;27.538;50.560;78.098;;;;;;;;;;;;
3/14/21;44;42;86;;27.582;50.602;78.184;;;;;;;;;;;;
3/15/21;20;19;39;;27.602;50.621;78.223;;;;;;;;;;;;
3/16/21;11;13;24;;27.613;50.634;78.247;;;;;;;;;;;;
3/17/21;6;26;32;;27.619;50.660;78.279;;;;;;;;;;;;
3/18/21;10;2;12;;27.629;50.662;78.291;;;;;;;;;;;;
3/19/21;-7;-22;-29;;27.622;50.640;78.262;;;;;;;;;;;;
3/20/21;29;20;49;;27.651;50.660;78.311;;;;;;;;;;;;
3/21/21;33;39;72;;27.684;50.699;78.383;;;;;;;;;;;;
3/22/21;16;3;19;;27.700;50.702;78.402;;;;;;;;;;;;
3/23/21;10;15;25;;27.710;50.717;78.427;;;;;;;;;;;;
3/24/21;7;4;11;;27.717;50.721;78.438;;;;;;;;;;;;
3/25/21;2;-1;1;;27.719;50.720;78.439;;;;;;;;;;;;
3/26/21;15;1;16;;27.734;50.721;78.455;;;;;;;;;;;;
3/27/21;33;-38;-5;;27.767;50.683;78.450;;;;;;;;;;;;
3/28/21;80;17;97;;27.847;50.700;78.547;;;;;;;;;;;;
3/29/21;33;13;46;;27.880;50.713;78.593;;;;;;;;;;;;
3/30/21;6;12;18;;27.886;50.725;78.611;;;;;;;;;;;;
3/31/21;26;6;32;;27.912;50.731;78.643;;;;;;;;;;;;
4/1/21;42;41;83;;27.954;50.772;78.726;;;;;;;;;;;;
4/2/21;19;18;37;;27.973;50.790;78.763;;;;;;;;;;;;
4/3/21;39;26;65;;28.012;50.816;78.828;;;;;;;;;;;;
4/4/21;65;54;119;;28.077;50.870;78.947;;;;;;;;;;;;
4/5/21;32;52;84;;28.109;50.922;79.031;;;;;;;;;;;;
4/6/21;-1;-48;-49;;28.108;50.874;78.982;;;;;;;;;;;;
4/7/21;18;3;21;;28.126;50.877;79.003;;;;;;;;;;;;
4/8/21;32;-5;27;;28.158;50.872;79.030;;;;;;;;;;;;
4/9/21;28;-6;22;;28.186;50.866;79.052;;;;;;;;;;;;
4/10/21;17;9;26;;28.203;50.875;79.078;;;;;;;;;;;;
4/11/21;27;33;60;;28.230;50.908;79.138;;;;;;;;;;;;
4/12/21;28;26;54;;28.258;50.934;79.192;;;;;;;;;;;;
4/13/21;0;-55;-55;;28.258;50.879;79.137;;;;;;;;;;;;
4/14/21;28;-9;19;;28.286;50.870;79.156;;;;;;;;;;;;
4/15/21;10;-12;-2;;28.296;50.858;79.154;;;;;;;;;;;;
4/16/21;-25;-76;-101;;28.271;50.782;79.053;;;;;;;;;;;;
4/17/21;38;18;56;;28.309;50.800;79.109;;;;;;;;;;;;
4/18/21;35;61;96;;28.344;50.861;79.205;;;;;;;;;;;;
4/19/21;21;16;37;;28.365;50.877;79.242;;;;;;;;;;;;
4/20/21;11;-9;2;;28.376;50.868;79.244;;;;;;;;;;;;
4/21/21;18;-10;8;;28.394;50.858;79.252;;;;;;;;;;;;
4/22/21;17;-20;-3;;28.411;50.838;79.249;;;;;;;;;;;;
4/23/21;-8;-48;-56;;28.403;50.790;79.193;;;;;;;;;;;;
4/24/21;26;-4;22;;28.429;50.786;79.215;;;;;;;;;;;;
4/25/21;17;-13;4;;28.446;50.773;79.219;;;;;;;;;;;;
4/26/21;28;-3;25;;28.474;50.770;79.244;;;;;;;;;;;;
4/27/21;4;-9;-5;;28.478;50.761;79.239;;;;;;;;;;;;
4/28/21;3;3;6;;28.481;50.764;79.245;;;;;;;;;;;;
4/29/21;3;-22;-19;;28.484;50.742;79.226;;;;;;;;;;;;
4/30/21;-14;-72;-86;;28.470;50.670;79.140;;;;;;;;;;;;
5/1/21;15;10;25;;28.485;50.680;79.165;;;;;;;;;;;;
5/2/21;53;47;100;;28.538;50.727;79.265;;;;;;;;;;;;
5/3/21;69;35;104;;28.607;50.762;79.369;;;;;;;;;;;;
5/4/21;108;8;116;;28.715;50.770;79.485;;;;;;;;;;;;
5/5/21;57;-88;-31;;28.772;50.682;79.454;;;;;;;;;;;;
5/6/21;43;-71;-28;;28.815;50.611;79.426;;;;;;;;;;;;
5/7/21;61;-49;12;;28.876;50.562;79.438;;;;;;;;;;;;
5/8/21;5;-163;-158;;28.881;50.399;79.280;;;;;;;;;;;;
5/9/21;79;-30;49;;28.960;50.369;79.329;;;;;;;;;;;;
5/10/21;136;-47;89;;29.096;50.322;79.418;;;;;;;;;;;;
5/11/21;91;-163;-72;;29.187;50.159;79.346;;;;;;;;;;;;
5/12/21;-425;-837;-1262;;28.762;49.322;78.084;;;;;;;;;;;;
5/13/21;-5;-119;-124;;28.757;49.203;77.960;;;;;;;;;;;;
5/14/21;7;-50;-43;;28.764;49.153;77.917;;;;;;;;;;;;
5/15/21;-97;-307;-404;;28.667;48.846;77.513;;;;;;;;;;;;
5/16/21;85;10;95;;28.752;48.856;77.608;;;;;;;;;;;;
5/17/21;634;786;1420;;29.386;49.642;79.028;;;;;;;;;;;;
5/18/21;40;-164;-124;;29.426;49.478;78.904;;;;;;;;;;;;
5/19/21;75;-187;-112;;29.501;49.291;78.792;;;;;;;;;;;;
5/20/21;15;-176;-161;;29.516;49.115;78.631;;;;;;;;;;;;
5/21/21;11;-327;-316;;29.527;48.788;78.315;;;;;;;;;;;;
5/22/21;86;-81;5;;29.613;48.707;78.320;;;;;;;;;;;;
5/23/21;57;-71;-14;;29.670;48.636;78.306;;;;;;;;;;;;
5/24/21;100;0;100;;29.770;48.636;78.406;;;;;;;;;;;;
5/25/21;64;-70;-6;;29.834;48.566;78.400;;;;;;;;;;;;
5/26/21;34;-93;-59;;29.868;48.473;78.341;;;;;;;;;;;;
5/27/21;-12;-80;-92;;29.856;48.393;78.249;;;;;;;;;;;;
5/28/21;36;31;67;;29.892;48.424;78.316;;;;;;;;;;;;
5/29/21;52;42;94;;29.944;48.466;78.410;;;;;;;;;;;;
5/30/21;51;32;83;;29.995;48.498;78.493;;;;;;;;;;;;
5/31/21;92;25;117;;30.087;48.523;78.610;;;;;;;;;;;;
6/1/21;34;-18;16;;30.121;48.505;78.626;;;;;;;;;;;;
6/2/21;-179;-677;-856;;29.942;47.828;77.770;;;;;;;;;;;;
