Matricula;NumEmt;Marca;Modelo;Version;Combustible;ClasEcol;Plataforma;Plazas;Falta;Fbaja
M6420HS;3597;PEGASO;5317;;Di‚sel;;;60;01/05/1987;26/02/1998
M6421HS;3598;PEGASO;5317;;Di‚sel;;;60;01/05/1987;03/08/1998
M6422HS;3599;PEGASO;5317;;Di‚sel;;;60;01/05/1987;20/07/1998
M6423HS;3600;PEGASO;5317;;Di‚sel;;;60;01/05/1987;06/08/1998
M6424HS;3601;PEGASO;5317;;Di‚sel;;;60;01/05/1987;29/07/1998
M6425HS;3602;PEGASO;5317;;Di‚sel;;;60;01/05/1987;29/07/1998
M6428HS;3605;PEGASO;5317;;Di‚sel;;;60;01/05/1987;03/08/1998
M0601HN;3577;PEGASO;5317;;Di‚sel;;;60;20/04/1987;16/02/1998
M2345HP;3592;PEGASO;5317;;Di‚sel;;;60;20/04/1987;03/08/1998
M2346HP;3593;PEGASO;5317;;Di‚sel;;;60;20/04/1987;29/07/1998
M4647HN;3581;PEGASO;5317;;Di‚sel;;;60;20/04/1987;04/11/1998
M4648HN;3582;PEGASO;5317;;Di‚sel;;;60;20/04/1987;11/08/1998
M0591HN;3567;PEGASO;5317;;Di‚sel;;;60;23/03/1987;20/07/1998
M0592HN;3568;PEGASO;5317;;Di‚sel;;;60;23/03/1987;02/12/1997
M0594HN;3570;PEGASO;5317;;Di‚sel;;;60;23/03/1987;04/11/1998
M0595HN;3571;PEGASO;5317;;Di‚sel;;;60;23/03/1987;25/08/1998
M0597HN;3573;PEGASO;5317;;Di‚sel;;;60;23/03/1987;25/08/1998
M0598HN;3574;PEGASO;5317;;Di‚sel;;;60;23/03/1987;19/11/1997
M0599HN;3575;PEGASO;5317;;Di‚sel;;;60;23/03/1987;20/07/1998
M4646HN;3580;PEGASO;5317;;Di‚sel;;;60;23/03/1987;24/02/1998
M4649HN;3583;PEGASO;5317;;Di‚sel;;;60;23/03/1987;19/11/1997
M4650HN;3584;PEGASO;5317;;Di‚sel;;;60;23/03/1987;06/02/1998
M4651HN;3585;PEGASO;5317;;Di‚sel;;;60;23/03/1987;19/11/1997
M4652HN;3586;PEGASO;5317;;Di‚sel;;;60;23/03/1987;06/02/1998
M4653HN;3587;PEGASO;5317;;Di‚sel;;;60;23/03/1987;06/02/1998
M4654HN;3588;PEGASO;5317;;Di‚sel;;;60;23/03/1987;02/07/1998
M4655HN;3589;PEGASO;5317;;Di‚sel;;;60;23/03/1987;19/11/1997
M4656HN;3590;PEGASO;5317;;Di‚sel;;;60;23/03/1987;16/02/1998
M4657HN;3591;PEGASO;5317;;Di‚sel;;;60;23/03/1987;03/08/1998
M0593HN;3569;PEGASO;5317;;Di‚sel;;;60;09/03/1987;25/08/1998
M0596HN;3572;PEGASO;5317;;Di‚sel;;;60;09/03/1987;26/02/1998
M0600HN;3576;PEGASO;5317;;Di‚sel;;;60;09/03/1987;27/08/1998
M0602HN;3578;PEGASO;5317;;Di‚sel;;;60;09/03/1987;04/05/1998
M0603HN;3579;PEGASO;5317;;Di‚sel;;;60;09/03/1987;13/05/1998
M5533HH;3515;PEGASO;5317;;Di‚sel;;;60;09/03/1987;19/11/1997
M6231HM;3558;PEGASO;5317;;Di‚sel;;;60;09/03/1987;20/07/1998
M6232HM;3559;PEGASO;5317;;Di‚sel;;;60;09/03/1987;10/09/1998
M6233HM;3560;PEGASO;5317;;Di‚sel;;;60;09/03/1987;27/08/1998
M6234HM;3561;PEGASO;5317;;Di‚sel;;;60;09/03/1987;19/11/1997
M6236HM;3563;PEGASO;5317;;Di‚sel;;;60;09/03/1987;19/08/1998
M5349HM;3548;PEGASO;5317;;Di‚sel;;;60;23/02/1987;24/02/1998
M5350HM;3549;PEGASO;5317;;Di‚sel;;;60;23/02/1987;13/05/1998
M5351HM;3550;PEGASO;5317;;Di‚sel;;;60;23/02/1987;19/08/1998
M5353HM;3551;PEGASO;5317;;Di‚sel;;;60;23/02/1987;20/07/1998
M5355HM;3552;PEGASO;5317;;Di‚sel;;;60;23/02/1987;26/02/1998
M5356HM;3553;PEGASO;5317;;Di‚sel;;;60;23/02/1987;19/08/1998
M5357HM;3554;PEGASO;5317;;Di‚sel;;;60;23/02/1987;19/11/1997
M5364HM;3555;PEGASO;5317;;Di‚sel;;;60;23/02/1987;27/08/1998
M5365HM;3556;PEGASO;5317;;Di‚sel;;;60;23/02/1987;20/07/1998
M5522HH;3504;PEGASO;5317;;Di‚sel;;;60;23/02/1987;19/11/1997
M5524HH;3506;PEGASO;5317;;Di‚sel;;;60;23/02/1987;26/05/1998
M5526HH;3508;PEGASO;5317;;Di‚sel;;;60;23/02/1987;04/05/1998
M5529HH;3511;PEGASO;5317;;Di‚sel;;;60;23/02/1987;19/11/1997
M5539HH;3521;PEGASO;5317;;Di‚sel;;;60;23/02/1987;19/11/1997
M6230HM;3557;PEGASO;5317;;Di‚sel;;;60;23/02/1987;03/09/1998
M6235HM;3562;PEGASO;5317;;Di‚sel;;;60;23/02/1987;24/02/1998
M6237HM;3564;PEGASO;5317;;Di‚sel;;;60;23/02/1987;24/02/1998
M6238HM;3565;PEGASO;5317;;Di‚sel;;;60;23/02/1987;04/11/1998
M6239HM;3566;PEGASO;5317;;Di‚sel;;;60;23/02/1987;24/02/1998
M6559HK;3534;PEGASO;5317;;Di‚sel;;;60;23/02/1987;16/02/1998
M6560HK;3535;PEGASO;5317;;Di‚sel;;;60;23/02/1987;24/02/1998
M6562HK;3537;PEGASO;5317;;Di‚sel;;;60;23/02/1987;19/10/1998
M9107HK;3539;PEGASO;5317;;Di‚sel;;;60;23/02/1987;20/07/1998
M9108HK;3540;PEGASO;5317;;Di‚sel;;;60;23/02/1987;20/07/1998
M9109HK;3541;PEGASO;5317;;Di‚sel;;;60;23/02/1987;26/05/1998
M9110HK;3542;PEGASO;5317;;Di‚sel;;;60;23/02/1987;10/09/1998
M9111HK;3543;PEGASO;5317;;Di‚sel;;;60;23/02/1987;04/05/1998
M9112HK;3544;PEGASO;5317;;Di‚sel;;;60;23/02/1987;04/11/1998
M9113HK;3545;PEGASO;5317;;Di‚sel;;;60;23/02/1987;19/11/1997
M9114HK;3546;PEGASO;5317;;Di‚sel;;;60;23/02/1987;19/11/1997
M9944KL;3547;PEGASO;5317;;Di‚sel;;;60;23/02/1987;04/11/1998
M1961HK;3528;PEGASO;5317;;Di‚sel;;;60;20/01/1987;25/08/1998
M1962HK;3529;PEGASO;5317;;Di‚sel;;;60;20/01/1987;27/10/1998
M1963HK;3530;PEGASO;5317;;Di‚sel;;;60;20/01/1987;13/05/1998
M1964HK;3531;PEGASO;5317;;Di‚sel;;;60;20/01/1987;20/07/1998
M1965HK;3532;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M1966HK;3533;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M5519HH;3501;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M5520HH;3502;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M5521HH;3503;PEGASO;5317;;Di‚sel;;;60;20/01/1987;18/05/1998
M5523HH;3505;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M5527HH;3509;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M5528HH;3510;PEGASO;5317;;Di‚sel;;;60;20/01/1987;04/11/1998
M5530HH;3512;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M5531HH;3513;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M5532HH;3514;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M5534HH;3516;PEGASO;5317;;Di‚sel;;;60;20/01/1987;19/11/1997
M5535HH;3517;PEGASO;5317;;Di‚sel;;;60;20/01/1987;27/07/1998
M5536HH;3518;PEGASO;5317;;Di‚sel;;;60;20/01/1987;06/02/1998
M5537HH;3519;PEGASO;5317;;Di‚sel;;;60;20/01/1987;16/02/1998
M5538HH;3520;PEGASO;5317;;Di‚sel;;;60;20/01/1987;26/02/1998
M5540HH;3522;PEGASO;5317;;Di‚sel;;;60;20/01/1987;26/02/1998
M5541HH;3523;PEGASO;5317;;Di‚sel;;;60;20/01/1987;26/02/1998
M5542HH;3524;PEGASO;5317;;Di‚sel;;;60;20/01/1987;03/09/1998
M5543HH;3525;PEGASO;5317;;Di‚sel;;;60;20/01/1987;10/09/1998
M5544HH;3526;PEGASO;5317;;Di‚sel;;;60;20/01/1987;10/09/1998
M5545HH;3527;PEGASO;5317;;Di‚sel;;;60;20/01/1987;10/09/1998
M6561HK;3536;PEGASO;5317;;Di‚sel;;;60;20/01/1987;24/02/1998
M9106HK;3538;PEGASO;5317;;Di‚sel;;;60;20/01/1987;18/05/1998
M8708HB;1055;PEGASO;6038 Wilson;;Di‚sel;;;80;12/09/1986;16/11/1998
M8829GZ;1020;PEGASO;6038 Wilson;;Di‚sel;;;80;12/09/1986;22/04/1998
M9733HB;1062;PEGASO;6038 Wilson;;Di‚sel;;;80;12/09/1986;09/12/1998
M9735HB;1064;PEGASO;6038 Wilson;;Di‚sel;;;80;12/09/1986;07/04/1998
M1762GY;1004;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;16/02/1998
M1766GY;1008;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;16/12/1998
M8683HB;1030;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;06/05/1998
M8687HB;1034;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;03/08/1998
M8695HB;1042;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;05/08/1998
M8706HB;1053;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;05/08/1998
M8707HB;1054;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;11/08/1998
M8709HB;1056;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;19/08/1998
M8831GZ;1022;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;24/06/1998
M9736HB;1065;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;31/12/1997
M9738HB;1067;PEGASO;6038 Wilson;;Di‚sel;;;80;08/08/1986;14/01/1998
M8681HB;2108;PEGASO;6038 Voith;;Di‚sel;;;80;01/08/1986;16/11/1998
M8682HB;1029;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;16/03/1998
M8686HB;1033;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;13/03/1998
M8696HB;1043;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;27/07/1998
M8697HB;1044;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;27/07/1998
M8699HB;1046;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;27/07/1998
M8700HB;1047;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;27/07/1998
M8705HB;1052;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;22/04/1998
M9731HB;1060;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;03/12/1998
M9732HB;1061;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;09/12/1998
M9734HB;1063;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;26/11/1998
M9737HB;1066;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;14/01/1998
M9739HB;1068;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;14/01/1998
M9740HB;1069;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;24/02/1998
M9741HB;1070;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;03/03/1998
M9742HB;1071;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;07/04/1998
M9743HB;1072;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;07/04/1998
M9745HB;1028;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1986;22/04/1998
M8684HB;1031;PEGASO;6038 Wilson;;Di‚sel;;;80;17/07/1986;27/07/1998
M8692HB;1039;PEGASO;6038 Wilson;;Di‚sel;;;80;17/07/1986;03/12/1997
M8693HB;1040;PEGASO;6038 Wilson;;Di‚sel;;;80;17/07/1986;27/07/1998
M8694HB;1041;PEGASO;6038 Wilson;;Di‚sel;;;80;17/07/1986;27/07/1998
M8703HB;1050;PEGASO;6038 Wilson;;Di‚sel;;;80;17/07/1986;27/07/1998
M8711HB;1058;PEGASO;6038 Wilson;;Di‚sel;;;80;17/07/1986;02/10/1998
M8712HB;1059;PEGASO;6038 Wilson;;Di‚sel;;;80;17/07/1986;03/12/1998
M8685HB;1032;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;03/08/1998
M8688HB;1035;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;16/10/1998
M8689HB;1036;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;26/05/1998
M8690HB;1037;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;13/05/1998
M8691HB;1038;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;13/03/1998
M8698HB;1045;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;27/07/1998
M8701HB;1048;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;27/07/1998
M8702HB;1049;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;27/07/1998
M8704HB;1051;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;06/11/1998
M8710HB;1057;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;27/10/1998
M8827GZ;1018;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;24/06/1998
M9744HB;1073;PEGASO;6038 Wilson;;Di‚sel;;;80;16/07/1986;07/04/1998
M8828GZ;1019;PEGASO;6038 Wilson;;Di‚sel;;;80;09/07/1986;27/07/1998
M8836GZ;1027;PEGASO;6038 Wilson;;Di‚sel;;;80;09/07/1986;24/06/1998
M8825GZ;1016;PEGASO;6038 Wilson;;Di‚sel;;;80;25/06/1986;27/07/1998
M8826GZ;1017;PEGASO;6038 Wilson;;Di‚sel;;;80;25/06/1986;02/10/1998
M8830GZ;1021;PEGASO;6038 Wilson;;Di‚sel;;;80;25/06/1986;13/03/1998
M8832GZ;1023;PEGASO;6038 Wilson;;Di‚sel;;;80;25/06/1986;03/08/1998
M8833GZ;1024;PEGASO;6038 Wilson;;Di‚sel;;;80;25/06/1986;13/03/1998
M8834GZ;1025;PEGASO;6038 Wilson;;Di‚sel;;;80;25/06/1986;19/10/1998
M8835GZ;1026;PEGASO;6038 Wilson;;Di‚sel;;;80;25/06/1986;31/12/1997
M1763GY;1005;PEGASO;6038 Wilson;;Di‚sel;;;80;21/06/1986;16/02/1998
M3680GZ;1015;PEGASO;6038 Wilson;;Di‚sel;;;80;12/06/1986;02/10/1998
M4047GX;736;PEGASO;6038 Wilson;;Di‚sel;;;80;12/06/1986;02/10/1998
M6275GY;1013;PEGASO;6038 Wilson;;Di‚sel;;;80;12/06/1986;03/08/1998
M6276GY;1014;PEGASO;6038 Wilson;;Di‚sel;;;80;12/06/1986;18/12/1998
M4050GX;739;PEGASO;6038 Wilson;;Di‚sel;;;80;04/06/1986;03/12/1998
M1764GY;1006;PEGASO;6038 Wilson;;Di‚sel;;;80;01/06/1986;03/12/1998
M1765GY;1007;PEGASO;6038 Wilson;;Di‚sel;;;80;01/06/1986;27/10/1998
M1767GY;1009;PEGASO;6038 Wilson;;Di‚sel;;;80;01/06/1986;18/12/1998
M5292GX;743;PEGASO;6038 Wilson;;Di‚sel;;;80;01/06/1986;18/12/1998
M6272GY;1010;PEGASO;6038 Wilson;;Di‚sel;;;80;01/06/1986;06/11/1998
M6273GY;1011;PEGASO;6038 Wilson;;Di‚sel;;;80;01/06/1986;24/06/1998
M6274GY;1012;PEGASO;6038 Wilson;;Di‚sel;;;80;01/06/1986;18/12/1998
M5295GX;746;PEGASO;6038 Wilson;;Di‚sel;;;80;11/05/1986;10/12/1998
M5296GX;747;PEGASO;6038 Wilson;;Di‚sel;;;80;11/05/1986;07/01/1999
M5297GX;748;PEGASO;6038 Wilson;;Di‚sel;;;80;11/05/1986;07/01/1999
M6189GX;749;PEGASO;6038 Wilson;;Di‚sel;;;80;11/05/1986;19/10/1998
M6695GX;750;PEGASO;6038 Wilson;;Di‚sel;;;80;11/05/1986;26/11/1998
M8863GX;1001;PEGASO;6038 Wilson;;Di‚sel;;;80;11/05/1986;05/01/1999
M8864GX;1002;PEGASO;6038 Wilson;;Di‚sel;;;80;11/05/1986;05/01/1999
M8865GX;1003;PEGASO;6038 Wilson;;Di‚sel;;;80;11/05/1986;16/11/1998
M5291GX;742;PEGASO;6038 Wilson;;Di‚sel;;;80;01/05/1986;09/12/1998
M5293GX;744;PEGASO;6038 Wilson;;Di‚sel;;;80;01/05/1986;19/10/1998
M5294GX;745;PEGASO;6038 Wilson;;Di‚sel;;;80;01/05/1986;07/01/1999
M4048GX;737;PEGASO;6038 Wilson;;Di‚sel;;;80;27/04/1986;09/12/1998
M4049GX;738;PEGASO;6038 Wilson;;Di‚sel;;;80;27/04/1986;10/12/1998
M4051GX;740;PEGASO;6038 Wilson;;Di‚sel;;;80;27/04/1986;27/10/1998
M4052GX;741;PEGASO;6038 Wilson;;Di‚sel;;;80;27/04/1986;10/12/1998
M0951GX;730;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;16/11/1998
M0952GX;731;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;09/12/1998
M0953GX;732;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;30/12/1998
M0954GX;733;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;07/01/1999
M0955GX;734;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;07/01/1999
M0956GX;735;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;18/12/1998
M1646GW;727;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;09/12/1998
M2064GV;680;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;02/07/1998
M7425GT;653;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;02/10/1998
M8611GW;2107;PEGASO;6038 Voith;;Di‚sel;;;80;20/04/1986;03/08/1998
M8612GW;729;PEGASO;6038 Wilson;;Di‚sel;;;80;20/04/1986;30/12/1998
M1647GW;728;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;30/12/1998
M3927GK;587;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;06/01/1998
M6154GT;637;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;28/04/1998
M7427GT;655;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;18/12/1998
M7428GT;656;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;18/12/1998
M8924GV;711;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;04/05/1998
M8928GV;715;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;16/12/1998
M8930GV;717;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;15/12/1998
M8933GV;720;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;09/12/1998
M9549GS;618;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;13/05/1998
M9801GV;723;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;03/12/1998
M9803GV;725;PEGASO;6038 Wilson;;Di‚sel;;;80;23/03/1986;26/11/1998
M4145GT;627;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;14/01/1998
M4347GV;699;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;04/05/1998
M6502GT;652;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;27/07/1998
M8923GV;710;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;13/05/1998
M8925GV;712;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;04/05/1998
M8926GV;713;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;27/08/1998
M8927GV;714;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;26/11/1998
M8929GV;716;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;23/12/1998
M8931GV;718;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;15/12/1998
M8932GV;719;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;23/12/1998
M8934GV;721;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;02/10/1998
M9800GV;722;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;23/12/1998
M9802GV;724;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;19/10/1998
M9804GV;726;PEGASO;6038 Wilson;;Di‚sel;;;80;16/03/1986;18/12/1998
M2057GV;673;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;06/11/1998
M2069GV;685;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;02/10/1998
M2071GV;687;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;18/05/1998
M2076GV;692;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;18/05/1998
M2311GU;669;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;08/04/1998
M4341GV;693;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;17/11/1998
M4342GV;694;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;27/10/1998
M4343GV;695;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;08/04/1998
M4344GV;696;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;17/11/1998
M4345GV;697;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;27/10/1998
M4346GV;698;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;27/11/1998
M4348GV;700;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;20/07/1998
M4349GV;701;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;26/05/1998
M4350GV;702;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;27/11/1998
M4351GV;703;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;06/11/1998
M4352GV;704;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;17/11/1998
M4353GV;705;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;06/11/1998
M4354GV;706;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;17/11/1998
M4355GV;707;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;30/11/1998
M4356GV;708;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;20/07/1998
M4357GV;709;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;17/11/1998
M4944GU;670;PEGASO;6038 Wilson;;Di‚sel;;;80;01/03/1986;16/10/1998
M2055GV;671;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;27/11/1998
M2056GV;672;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;08/04/1998
M2058GV;674;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;08/04/1998
M2059GV;675;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;27/11/1998
M2060GV;676;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;27/11/1998
M2061GV;677;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;13/05/1998
M2062GV;678;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;04/05/1998
M2063GV;679;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;04/05/1998
M2065GV;681;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;19/10/1998
M2066GV;682;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;06/11/1998
M2067GV;683;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;08/04/1998
M2068GV;684;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;27/11/1998
M2070GV;686;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;19/08/1998
M2072GV;688;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;18/05/1998
M2073GV;689;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;26/05/1998
M2074GV;690;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;04/05/1998
M2075GV;691;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;04/05/1998
M2306GU;665;PEGASO;6038 Wilson;;Di‚sel;;;80;20/02/1986;27/11/1998
M7786GN;612;PEGASO;6038 Wilson;;Di‚sel;;;80;01/02/1986;16/03/1998
M1651GT;2097;PEGASO;6038 Voith;;Di‚sel;;;80;29/01/1986;26/11/1998
M2304GU;663;PEGASO;6038 Wilson;;Di‚sel;;;80;29/01/1986;26/11/1998
M2309GU;668;PEGASO;6038 Wilson;;Di‚sel;;;80;29/01/1986;19/10/1998
M4147GT;629;PEGASO;6038 Wilson;;Di‚sel;;;80;29/01/1986;16/02/1998
M6151GT;634;PEGASO;6038 Wilson;;Di‚sel;;;80;29/01/1986;16/02/1998
M6152GT;635;PEGASO;6038 Wilson;;Di‚sel;;;80;29/01/1986;16/02/1998
M6157GT;640;PEGASO;6038 Wilson;;Di‚sel;;;80;29/01/1986;18/12/1998
M6158GT;641;PEGASO;6038 Wilson;;Di‚sel;;;80;29/01/1986;24/06/1998
M6160GT;643;PEGASO;6038 Wilson;;Di‚sel;;;80;29/01/1986;27/07/1998
M6163GT;645;PEGASO;6038 Wilson;;Di‚sel;;;80;29/01/1986;18/12/1998
M2307GU;666;PEGASO;6038 Wilson;;Di‚sel;;;80;19/01/1986;27/11/1998
M6169GT;650;PEGASO;6038 Wilson;;Di‚sel;;;80;19/01/1986;19/10/1998
M2305GU;664;PEGASO;6038 Wilson;;Di‚sel;;;80;17/01/1986;26/11/1998
M2308GU;667;PEGASO;6038 Wilson;;Di‚sel;;;80;17/01/1986;27/11/1998
M2310GU;2106;PEGASO;6038 Voith;;Di‚sel;;;80;17/01/1986;24/06/1998
M6159GT;642;PEGASO;6038 Wilson;;Di‚sel;;;80;17/01/1986;28/04/1998
M6162GT;644;PEGASO;6038 Wilson;;Di‚sel;;;80;17/01/1986;24/06/1998
M6168GT;2105;PEGASO;6038 Voith;;Di‚sel;;;80;17/01/1986;24/06/1998
M7433GT;661;PEGASO;6038 Wilson;;Di‚sel;;;80;17/01/1986;26/11/1998
M1976GP;2067;PEGASO;6038 Voith;;Di‚sel;;;80;06/01/1986;07/04/1998
M4150GT;632;PEGASO;6038 Wilson;;Di‚sel;;;80;06/01/1986;16/02/1998
M6150GT;633;PEGASO;6038 Wilson;;Di‚sel;;;80;06/01/1986;16/02/1998
M6153GT;636;PEGASO;6038 Wilson;;Di‚sel;;;80;06/01/1986;24/01/1998
M6155GT;638;PEGASO;6038 Wilson;;Di‚sel;;;80;06/01/1986;18/12/1998
M6156GT;639;PEGASO;6038 Wilson;;Di‚sel;;;80;06/01/1986;03/12/1998
M6161GT;2104;PEGASO;6038 Voith;;Di‚sel;;;80;06/01/1986;15/12/1998
M7426GT;654;PEGASO;6038 Wilson;;Di‚sel;;;80;06/01/1986;06/11/1998
M7429GT;657;PEGASO;6038 Wilson;;Di‚sel;;;80;06/01/1986;04/05/1998
M7430GT;658;PEGASO;6038 Wilson;;Di‚sel;;;80;06/01/1986;18/05/1998
M7432GT;660;PEGASO;6038 Wilson;;Di‚sel;;;80;06/01/1986;20/07/1998
