Matricula;NumEmt;Marca;Modelo;Version;Combustible;ClasEcol;Plataforma;Plazas;Falta;Fbaja
M7805GS;2087;PEGASO;6038 Voith;;Di‚sel;;;80;06/01/1986;24/06/1998
M7431GT;659;PEGASO;6038 Wilson;;Di‚sel;;;80;28/12/1985;26/11/1998
M1655GT;625;PEGASO;6038 Wilson;;Di‚sel;;;80;26/12/1985;14/01/1998
M1986GP;2077;PEGASO;6038 Voith;;Di‚sel;;;80;26/12/1985;07/04/1998
M6166GT;648;PEGASO;6038 Wilson;;Di‚sel;;;80;26/12/1985;27/07/1998
M6167GT;649;PEGASO;6038 Wilson;;Di‚sel;;;80;26/12/1985;24/06/1998
M9201GT;662;PEGASO;6038 Wilson;;Di‚sel;;;80;26/12/1985;27/10/1998
M9554GS;622;PEGASO;6038 Wilson;;Di‚sel;;;80;26/12/1985;19/08/1998
M9555GS;623;PEGASO;6038 Wilson;;Di‚sel;;;80;26/12/1985;20/07/1998
M9556GS;624;PEGASO;6038 Wilson;;Di‚sel;;;80;26/12/1985;06/02/1998
M1653GT;2099;PEGASO;6038 Voith;;Di‚sel;;;80;16/12/1985;22/04/1998
M1654GT;2100;PEGASO;6038 Voith;;Di‚sel;;;80;16/12/1985;10/12/1998
M1656GT;2101;PEGASO;6038 Voith;;Di‚sel;;;80;16/12/1985;03/04/1998
M1657GT;2102;PEGASO;6038 Voith;;Di‚sel;;;80;16/12/1985;03/12/1998
M4144GT;626;PEGASO;6038 Wilson;;Di‚sel;;;80;16/12/1985;16/02/1998
M4146GT;628;PEGASO;6038 Wilson;;Di‚sel;;;80;16/12/1985;16/02/1998
M4149GT;631;PEGASO;6038 Wilson;;Di‚sel;;;80;16/12/1985;16/02/1998
M6164GT;646;PEGASO;6038 Wilson;;Di‚sel;;;80;16/12/1985;27/07/1998
M6165GT;647;PEGASO;6038 Wilson;;Di‚sel;;;80;16/12/1985;27/07/1998
M6170GT;651;PEGASO;6038 Wilson;;Di‚sel;;;80;16/12/1985;13/05/1998
M9548GS;617;PEGASO;6038 Wilson;;Di‚sel;;;80;16/12/1985;13/05/1998
M9551GS;2096;PEGASO;6038 Voith;;Di‚sel;;;80;16/12/1985;18/12/1998
M9552GS;620;PEGASO;6038 Wilson;;Di‚sel;;;80;16/12/1985;13/05/1998
M1652GT;2098;PEGASO;6038 Voith;;Di‚sel;;;80;12/12/1985;06/11/1998
M1658GT;2103;PEGASO;6038 Voith;;Di‚sel;;;80;12/12/1985;16/03/1998
M9550GS;619;PEGASO;6038 Wilson;;Di‚sel;;;80;12/12/1985;19/08/1998
M4148GT;630;PEGASO;6038 Wilson;;Di‚sel;;;80;11/12/1985;24/01/1998
M9553GS;621;PEGASO;6038 Wilson;;Di‚sel;;;80;11/12/1985;02/10/1998
M5082GP;2082;PEGASO;6038 Voith;;Di‚sel;;;80;02/12/1985;24/02/1998
M5083GP;2083;PEGASO;6038 Voith;;Di‚sel;;;80;02/12/1985;07/04/1998
M5084GP;2084;PEGASO;6038 Voith;;Di‚sel;;;80;02/12/1985;28/04/1998
M5085GP;2085;PEGASO;6038 Voith;;Di‚sel;;;80;02/12/1985;03/03/1998
M5087GP;2086;PEGASO;6038 Voith;;Di‚sel;;;80;02/12/1985;20/03/1998
M7806GS;2088;PEGASO;6038 Voith;;Di‚sel;;;80;28/11/1985;15/04/1998
M7807GS;2089;PEGASO;6038 Voith;;Di‚sel;;;80;28/11/1985;26/11/1998
M7808GS;2090;PEGASO;6038 Voith;;Di‚sel;;;80;28/11/1985;16/12/1998
M7809GS;2091;PEGASO;6038 Voith;;Di‚sel;;;80;28/11/1985;27/10/1998
M7810GS;2092;PEGASO;6038 Voith;;Di‚sel;;;80;28/11/1985;02/10/1998
M7811GS;2093;PEGASO;6038 Voith;;Di‚sel;;;80;28/11/1985;07/04/1998
M7812GS;2094;PEGASO;6038 Voith;;Di‚sel;;;80;28/11/1985;15/04/1998
M7813GS;2095;PEGASO;6038 Voith;;Di‚sel;;;80;28/11/1985;06/11/1998
M5086GP;615;PEGASO;6038 Wilson;;Di‚sel;;;80;28/10/1985;20/07/1998
M5088GP;616;PEGASO;6038 Wilson;;Di‚sel;;;80;28/10/1985;02/10/1998
M7908GF;2053;PEGASO;6038 Voith;;Di‚sel;;;80;28/10/1985;26/05/1998
M1969GP;2060;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;16/02/1998
M1970GP;2061;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;03/04/1998
M1971GP;2062;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;03/04/1998
M1972GP;2063;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;07/04/1998
M1973GP;2064;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;03/08/1998
M1974GP;2065;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;18/12/1998
M1975GP;2066;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;16/02/1998
M1977GP;2068;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;03/04/1998
M1978GP;2069;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;07/04/1998
M1979GP;2070;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;20/03/1998
M1980GP;2071;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;03/12/1998
M1981GP;2072;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;02/10/1998
M1982GP;2073;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;19/10/1998
M1983GP;2074;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;16/11/1998
M1984GP;2075;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;07/04/1998
M1985GP;2076;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;15/04/1998
M1987GP;2078;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;28/04/1998
M1988GP;2079;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;03/03/1998
M1989GP;2080;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;16/02/1998
M1990GP;2081;PEGASO;6038 Voith;;Di‚sel;;;80;06/10/1985;15/04/1998
M4614GJ;567;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;02/02/1998
M6697GK;592;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;24/01/1998
M7780GN;606;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;20/03/1998
M7781GN;607;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;20/03/1998
M7782GN;608;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;16/03/1998
M7783GN;609;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;16/03/1998
M7784GN;610;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;16/03/1998
M7785GN;611;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;16/03/1998
M7787GN;613;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;13/05/1998
M7788GN;614;PEGASO;6038 Wilson;;Di‚sel;;;80;16/09/1985;13/05/1998
M7789GH;2054;PEGASO;6038 Voith;;Di‚sel;;;80;16/09/1985;03/04/1998
M7790GN;2055;PEGASO;6038 Voith;;Di‚sel;;;80;16/09/1985;26/11/1998
M7791GN;2056;PEGASO;6038 Voith;;Di‚sel;;;80;16/09/1985;22/04/1998
M7792GN;2057;PEGASO;6038 Voith;;Di‚sel;;;80;16/09/1985;13/03/1998
M7793GN;2058;PEGASO;6038 Voith;;Di‚sel;;;80;16/09/1985;24/06/1998
M7794GN;2059;PEGASO;6038 Voith;;Di‚sel;;;80;16/09/1985;18/12/1998
M7921GK;598;PEGASO;6038 Wilson;;Di‚sel;;;80;11/08/1985;24/01/1998
M4942GM;599;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1985;24/01/1998
M4943GM;600;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1985;26/02/1998
M4944GM;601;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1985;26/02/1998
M4945GM;602;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1985;26/02/1998
M4946GM;603;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1985;20/03/1998
M4947GM;604;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1985;20/03/1998
M4948GM;605;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1985;20/03/1998
M6694GK;589;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1985;24/01/1998
M6696GK;591;PEGASO;6038 Wilson;;Di‚sel;;;80;01/08/1985;24/01/1998
M7918GH;554;PEGASO;6038 Wilson;;Di‚sel;;;80;11/07/1985;11/08/1997
M7920GK;597;PEGASO;6038 Wilson;;Di‚sel;;;80;22/06/1985;24/01/1998
M7367GK;595;PEGASO;6038 Wilson;;Di‚sel;;;80;13/06/1985;24/01/1998
M7368GK;596;PEGASO;6038 Wilson;;Di‚sel;;;80;13/06/1985;24/01/1998
M6693GK;588;PEGASO;6038 Wilson;;Di‚sel;;;80;11/06/1985;24/01/1998
M6695GK;590;PEGASO;6038 Wilson;;Di‚sel;;;80;11/06/1985;31/12/1997
M6698GK;593;PEGASO;6038 Wilson;;Di‚sel;;;80;11/06/1985;31/12/1997
M6699GK;594;PEGASO;6038 Wilson;;Di‚sel;;;80;11/06/1985;24/01/1998
M9474GJ;577;PEGASO;6038 Wilson;;Di‚sel;;;80;11/06/1985;31/12/1997
M9479GJ;582;PEGASO;6038 Wilson;;Di‚sel;;;80;03/06/1985;06/01/1998
M9480GJ;583;PEGASO;6038 Wilson;;Di‚sel;;;80;03/06/1985;06/01/1998
M9476GJ;579;PEGASO;6038 Wilson;;Di‚sel;;;80;29/05/1985;31/12/1997
M9477GJ;580;PEGASO;6038 Wilson;;Di‚sel;;;80;29/05/1985;31/12/1997
M9567GJ;585;PEGASO;6038 Wilson;;Di‚sel;;;80;29/05/1985;06/01/1998
M9566GJ;584;PEGASO;6038 Wilson;;Di‚sel;;;80;23/05/1985;31/12/1997
M3485GD;2034;PEGASO;6038 Voith;;Di‚sel;;;80;19/05/1985;20/12/1996
M9103GJ;569;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;02/02/1998
M9104GJ;570;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;06/02/1998
M9105GJ;571;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;06/02/1998
M9106GJ;572;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;06/02/1998
M9107GJ;573;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;06/02/1998
M9109GJ;574;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;31/12/1997
M9110GJ;575;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;31/12/1997
M9111GJ;576;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;31/12/1997
M9475GJ;578;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;31/12/1997
M9478GJ;581;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;31/12/1997
M9568GJ;586;PEGASO;6038 Wilson;;Di‚sel;;;80;19/05/1985;06/01/1998
M4615GJ;568;PEGASO;6038 Wilson;;Di‚sel;;;80;08/05/1985;02/02/1998
M7919GH;555;PEGASO;6038 Wilson;;Di‚sel;;;80;08/05/1985;11/08/1997
M8447GH;559;PEGASO;6038 Wilson;;Di‚sel;;;80;22/04/1985;11/08/1997
M0982GJ;563;PEGASO;6038 Wilson;;Di‚sel;;;80;18/04/1985;11/08/1997
M0983GJ;564;PEGASO;6038 Wilson;;Di‚sel;;;80;18/04/1985;11/08/1997
M0984GJ;565;PEGASO;6038 Wilson;;Di‚sel;;;80;18/04/1985;02/02/1998
M0985GJ;566;PEGASO;6038 Wilson;;Di‚sel;;;80;18/04/1985;02/02/1998
M7915GH;551;PEGASO;6038 Wilson;;Di‚sel;;;80;17/04/1985;11/08/1997
M8446GH;558;PEGASO;6038 Wilson;;Di‚sel;;;80;12/04/1985;11/08/1997
M8448GH;560;PEGASO;6038 Wilson;;Di‚sel;;;80;12/04/1985;11/08/1997
M8449GH;561;PEGASO;6038 Wilson;;Di‚sel;;;80;12/04/1985;11/08/1997
M8450GH;562;PEGASO;6038 Wilson;;Di‚sel;;;80;12/04/1985;11/08/1997
M6215GH;531;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;28/02/1997
M6216GH;532;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;28/02/1997
M6217GH;533;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;28/02/1997
M6218GH;534;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;28/02/1997
M6219GH;535;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M6220GH;536;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M6221GH;537;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M6222GH;538;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M6223GH;539;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M6224GH;540;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M6225GH;541;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M6226GH;542;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M6227GH;543;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M6228GH;544;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;20/03/1997
M7909GH;545;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M7910GH;546;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M7911GH;547;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M7912GH;548;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M7913GH;549;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M7914GH;550;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M7916GH;552;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M7917GH;553;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M7920GH;556;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M7921GH;557;PEGASO;6038 Wilson;;Di‚sel;;;80;08/04/1985;11/08/1997
M3908GG;525;PEGASO;6038 Wilson;;Di‚sel;;;80;01/04/1985;28/02/1997
M9415GG;527;PEGASO;6038 Wilson;;Di‚sel;;;80;25/03/1985;28/02/1997
M9416GG;528;PEGASO;6038 Wilson;;Di‚sel;;;80;25/03/1985;28/02/1997
M9417GG;529;PEGASO;6038 Wilson;;Di‚sel;;;80;25/03/1985;28/02/1997
M9418GG;530;PEGASO;6038 Wilson;;Di‚sel;;;80;25/03/1985;28/02/1997
M4801GG;2052;PEGASO;6038 Voith;;Di‚sel;;;80;18/03/1985;03/04/1998
M3903GG;520;PEGASO;6038 Wilson;;Di‚sel;;;80;09/03/1985;30/01/1997
M3904GG;521;PEGASO;6038 Wilson;;Di‚sel;;;80;09/03/1985;29/01/1997
M3905GG;522;PEGASO;6038 Wilson;;Di‚sel;;;80;09/03/1985;30/01/1997
M3906GG;523;PEGASO;6038 Wilson;;Di‚sel;;;80;09/03/1985;28/02/1997
M3907GG;524;PEGASO;6038 Wilson;;Di‚sel;;;80;09/03/1985;28/02/1997
M3909GG;526;PEGASO;6038 Wilson;;Di‚sel;;;80;09/03/1985;28/02/1997
M4817GF;2047;PEGASO;6038 Voith;;Di‚sel;;;80;09/03/1985;16/03/1998
M0976GG;2051;PEGASO;6038 Voith;;Di‚sel;;;80;25/02/1985;18/12/1998
M0977GG;518;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;29/01/1997
M0978GG;519;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;30/01/1997
M4802GF;1831;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;06/02/1997
M4804GF;1833;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;06/02/1997
M4809GF;1840;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;06/02/1997
M4810GF;1841;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;14/02/1997
M4814GF;1843;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;14/02/1997
M7115GF;1846;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;14/02/1997
M7116GF;1847;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;29/01/1997
M7117GF;1848;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;14/02/1997
M7118GF;1849;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;14/02/1997
M7120GF;515;PEGASO;6038 Wilson;;Di‚sel;;;80;25/02/1985;30/01/1997
M4803GF;1832;PEGASO;6038 Wilson;;Di‚sel;;;80;22/02/1985;06/02/1997
M4805GF;1838;PEGASO;6038 Wilson;;Di‚sel;;;80;22/02/1985;06/02/1997
M4807GF;1839;PEGASO;6038 Wilson;;Di‚sel;;;80;22/02/1985;14/02/1997
M4812GF;1842;PEGASO;6038 Wilson;;Di‚sel;;;80;22/02/1985;14/02/1997
M4815GF;1844;PEGASO;6038 Wilson;;Di‚sel;;;80;22/02/1985;29/01/1997
M4820GF;1845;PEGASO;6038 Wilson;;Di‚sel;;;80;22/02/1985;14/02/1997
M7119GF;1850;PEGASO;6038 Wilson;;Di‚sel;;;80;22/02/1985;14/02/1997
M7121GF;516;PEGASO;6038 Wilson;;Di‚sel;;;80;22/02/1985;30/01/1997
M7122GF;517;PEGASO;6038 Wilson;;Di‚sel;;;80;22/02/1985;29/01/1997
M9048GB;2010;PEGASO;6038 Voith;;Di‚sel;;;80;22/02/1985;30/12/1996
M3484GF;2033;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;16/12/1998
M3487GF;2036;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;26/11/1998
M3769GC;2017;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;30/12/1996
M3770GC;2018;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;30/12/1996
M3771GC;2019;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;30/12/1996
M3773GC;2021;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;30/12/1996
M4415GF;2039;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;26/02/1998
M4418GF;2041;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;16/02/1998
M4818GF;2048;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;24/06/1998
M6931GB;2005;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;30/12/1996
M6934GB;2008;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;30/12/1996
M8085GC;2027;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;22/04/1998
M8087GC;2029;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;07/04/1998
M8088GC;2030;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;03/04/1998
M8089GC;2031;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;03/04/1998
M9051GB;2013;PEGASO;6038 Voith;;Di‚sel;;;80;16/02/1985;30/12/1996
M3772GC;2020;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;30/12/1996
M4416GF;1830;PEGASO;6038 Wilson;;Di‚sel;;;80;09/02/1985;06/02/1997
M4417GF;2040;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;15/12/1998
M4600GC;2023;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;30/12/1996
M4601GC;2024;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;27/12/1996
M4806GF;2042;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;03/04/1998
M4811GF;2044;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;18/12/1998
M4816GF;2046;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;27/07/1998
M7123GF;2050;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;18/12/1998
M8086GC;2028;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;22/04/1998
M9049GB;2011;PEGASO;6038 Voith;;Di‚sel;;;80;09/02/1985;30/12/1996
M4808GF;2043;PEGASO;6038 Voith;;Di‚sel;;;80;06/02/1985;02/10/1998
M4813GF;2045;PEGASO;6038 Voith;;Di‚sel;;;80;06/02/1985;02/10/1998
M4819GF;2049;PEGASO;6038 Voith;;Di‚sel;;;80;06/02/1985;18/12/1998
M3486GF;2035;PEGASO;6038 Voith;;Di‚sel;;;80;01/02/1985;24/06/1998
M3488GF;2037;PEGASO;6038 Voith;;Di‚sel;;;80;01/02/1985;16/11/1998
M3489GF;2038;PEGASO;6038 Voith;;Di‚sel;;;80;01/02/1985;02/10/1998
M1780GB;2001;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;27/12/1996
M1781GB;2002;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;27/12/1996
M1782GB;2003;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;30/12/1996
M1783GB;2004;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;30/12/1996
M3483GF;2032;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;25/03/1998
M3768GC;2016;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;30/12/1996
M3774GC;2022;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;30/12/1996
M4602GC;2025;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;30/12/1996
M4603GC;2026;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;30/12/1996
M6932GB;2006;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;23/12/1996
M6933GB;2007;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;27/12/1996
M9047GB;2009;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;30/12/1996
M9050GB;2012;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;30/12/1996
M9052GB;2014;PEGASO;6038 Voith;;Di‚sel;;;80;25/01/1985;30/12/1996
M3767GC;2015;PEGASO;6038 Voith;;Di‚sel;;;80;16/01/1985;27/12/1996
M0820GB;1825;PEGASO;6038 Wilson;;Di‚sel;;;80;30/09/1984;30/01/1997
M0822GB;1827;PEGASO;6038 Wilson;;Di‚sel;;;80;30/09/1984;06/02/1997
M0823GB;1828;PEGASO;6038 Wilson;;Di‚sel;;;80;30/09/1984;06/02/1997
M0824GB;1829;PEGASO;6038 Wilson;;Di‚sel;;;80;30/09/1984;06/02/1997
M1784GB;1834;PEGASO;6038 Wilson;;Di‚sel;;;80;30/09/1984;29/01/1997
M1785GB;1835;PEGASO;6038 Wilson;;Di‚sel;;;80;30/09/1984;14/02/1997
M1786GB;1836;PEGASO;6038 Wilson;;Di‚sel;;;80;30/09/1984;14/02/1997
M1787GB;1837;PEGASO;6038 Wilson;;Di‚sel;;;80;30/09/1984;14/02/1997
M0809GB;1814;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;18/01/1997
M0810GB;1815;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;18/01/1997
M0811GB;1816;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;18/01/1997
M0812GB;1817;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;18/01/1997
M0813GB;1818;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;18/01/1997
M0814GB;1819;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;29/01/1997
M0815GB;1820;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;06/02/1997
M0816GB;1821;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;30/01/1997
M0817GB;1822;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;06/02/1997
M0818GB;1823;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;29/01/1997
M0819GB;1824;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;06/02/1997
M0821GB;1826;PEGASO;6038 Wilson;;Di‚sel;;;80;17/09/1984;06/02/1997
M8713FZ;506;PEGASO;6038 Wilson;;Di‚sel;;;80;12/09/1984;27/12/1996
M6634FY;1574;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;20/12/1996
M7526FX;1566;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;06/12/1996
M7528FX;1567;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;20/12/1996
M7529FX;1568;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;30/12/1996
M7530FX;1569;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;30/12/1996
M8714FZ;507;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;27/12/1996
M8715FZ;508;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;27/12/1996
M8716FZ;509;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;23/12/1996
M8717FZ;510;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;27/12/1996
M8718FZ;511;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;23/12/1996
M8719FZ;512;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;27/12/1996
M8720FZ;513;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;27/12/1996
M8721FZ;514;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;27/12/1996
M8722FZ;1807;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;18/01/1997
M8723FZ;1808;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;17/01/1997
M8724FZ;1809;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;17/01/1997
M8725FZ;1810;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;18/01/1997
M8726FZ;1811;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;18/01/1997
M8727FZ;1812;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;18/01/1997
M8728FZ;1813;PEGASO;6038 Wilson;;Di‚sel;;;80;04/09/1984;18/01/1997
M6635FY;1575;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;20/12/1996
M6636FY;1576;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;20/12/1996
M6641FY;1581;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;20/12/1996
M6642FY;1582;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;19/11/1996
M6643FY;1583;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;23/12/1996
M6646FY;1586;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;19/11/1996
M8239FY;1591;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;20/12/1996
M8240FY;1592;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;30/12/1996
M8242FY;1594;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;06/12/1996
M8244FY;1596;PEGASO;6038 Wilson;;Di‚sel;;;80;06/08/1984;06/12/1996
