Fecha;Cod_billete;Des_billete;Num_users
7/4/18;18;Junior viento;79
7/4/18;19;Senior viento;33
7/4/18;20;PMR viento;3
7/4/18;21;Acomp PMR  ida;8
7/4/18;22;Acomp PMR  ida y vuelta;1
7/4/18;23;Acomp PMR  viento;2
7/5/18;1;Adulto ida;113
7/5/18;2;Adulto Ida y vuelta;598
7/5/18;3;Infantil ida;5
7/5/18;4;Infantil ida y vuelta;33
7/5/18;5;Junior ida;15
7/5/18;6;Junior ida y vuelta;136
7/5/18;7;Senior ida;3
7/5/18;8;Senior ida y vuelta;37
7/5/18;9;PMR ida;1
7/5/18;10;PMR ida y vuelta;7
7/5/18;21;Acomp PMR  ida;1
7/5/18;22;Acomp PMR  ida y vuelta;7
7/6/18;1;Adulto ida;117
7/6/18;2;Adulto Ida y vuelta;489
7/6/18;3;Infantil ida;3
7/6/18;4;Infantil ida y vuelta;33
7/6/18;5;Junior ida;23
7/6/18;6;Junior ida y vuelta;119
7/6/18;7;Senior ida;2
7/6/18;8;Senior ida y vuelta;33
7/6/18;9;PMR ida;1
7/6/18;10;PMR ida y vuelta;12
7/6/18;15;Invitacion ida y vuelta;2
7/6/18;21;Acomp PMR  ida;1
7/6/18;22;Acomp PMR  ida y vuelta;12
7/7/18;1;Adulto ida;172
7/7/18;2;Adulto Ida y vuelta;849
7/7/18;3;Infantil ida;11
7/7/18;4;Infantil ida y vuelta;60
7/7/18;5;Junior ida;18
7/7/18;6;Junior ida y vuelta;195
7/7/18;7;Senior ida;2
7/7/18;8;Senior ida y vuelta;52
7/7/18;9;PMR ida;1
7/7/18;10;PMR ida y vuelta;17
7/7/18;21;Acomp PMR  ida;1
7/7/18;22;Acomp PMR  ida y vuelta;17
7/8/18;1;Adulto ida;193
7/8/18;2;Adulto Ida y vuelta;892
7/8/18;3;Infantil ida;5
7/8/18;4;Infantil ida y vuelta;59
7/8/18;5;Junior ida;22
7/8/18;6;Junior ida y vuelta;186
7/8/18;7;Senior ida;6
7/8/18;8;Senior ida y vuelta;40
7/8/18;9;PMR ida;2
7/8/18;10;PMR ida y vuelta;18
7/8/18;21;Acomp PMR  ida;2
7/8/18;22;Acomp PMR  ida y vuelta;16
7/9/18;1;Adulto ida;96
7/9/18;2;Adulto Ida y vuelta;472
7/9/18;3;Infantil ida;2
7/9/18;4;Infantil ida y vuelta;19
7/9/18;5;Junior ida;10
7/9/18;6;Junior ida y vuelta;103
7/9/18;7;Senior ida;1
7/9/18;8;Senior ida y vuelta;19
7/9/18;10;PMR ida y vuelta;7
7/9/18;15;Invitacion ida y vuelta;2
7/9/18;22;Acomp PMR  ida y vuelta;7
7/10/18;1;Adulto ida;93
7/10/18;2;Adulto Ida y vuelta;477
7/10/18;3;Infantil ida;2
7/10/18;4;Infantil ida y vuelta;21
7/10/18;5;Junior ida;9
7/10/18;6;Junior ida y vuelta;80
7/10/18;7;Senior ida;1
7/10/18;8;Senior ida y vuelta;27
7/10/18;10;PMR ida y vuelta;3
7/10/18;11;Colegios Ida y vuelta;45
7/10/18;12;Acomp Colegios  Ida y vuelta;4
7/10/18;22;Acomp PMR  ida y vuelta;3
7/11/18;1;Adulto ida;112
7/11/18;2;Adulto Ida y vuelta;470
7/11/18;3;Infantil ida;5
7/11/18;4;Infantil ida y vuelta;18
7/11/18;5;Junior ida;27
7/11/18;6;Junior ida y vuelta;93
7/11/18;7;Senior ida;4
7/11/18;8;Senior ida y vuelta;48
7/11/18;10;PMR ida y vuelta;5
7/11/18;11;Colegios Ida y vuelta;42
7/11/18;12;Acomp Colegios  Ida y vuelta;5
7/11/18;22;Acomp PMR  ida y vuelta;6
7/12/18;1;Adulto ida;135
7/12/18;2;Adulto Ida y vuelta;516
7/12/18;3;Infantil ida;2
7/12/18;4;Infantil ida y vuelta;22
7/12/18;5;Junior ida;8
7/12/18;6;Junior ida y vuelta;116
7/12/18;7;Senior ida;2
7/12/18;8;Senior ida y vuelta;34
7/12/18;9;PMR ida;2
7/12/18;10;PMR ida y vuelta;4
7/12/18;11;Colegios Ida y vuelta;81
7/12/18;12;Acomp Colegios  Ida y vuelta;7
7/12/18;21;Acomp PMR  ida;2
7/12/18;22;Acomp PMR  ida y vuelta;4
7/13/18;1;Adulto ida;128
7/13/18;2;Adulto Ida y vuelta;590
7/13/18;3;Infantil ida;2
7/13/18;4;Infantil ida y vuelta;42
7/13/18;5;Junior ida;21
7/13/18;6;Junior ida y vuelta;121
7/13/18;7;Senior ida;4
7/13/18;8;Senior ida y vuelta;32
7/13/18;10;PMR ida y vuelta;3
7/13/18;22;Acomp PMR  ida y vuelta;3
7/14/18;1;Adulto ida;145
7/14/18;2;Adulto Ida y vuelta;956
7/14/18;3;Infantil ida;1
7/14/18;4;Infantil ida y vuelta;56
7/14/18;5;Junior ida;21
7/14/18;6;Junior ida y vuelta;197
7/14/18;7;Senior ida;7
7/14/18;8;Senior ida y vuelta;39
7/14/18;9;PMR ida;2
7/14/18;10;PMR ida y vuelta;25
7/14/18;15;Invitacion ida y vuelta;3
7/14/18;21;Acomp PMR  ida;2
7/14/18;22;Acomp PMR  ida y vuelta;25
7/15/18;1;Adulto ida;331
7/15/18;2;Adulto Ida y vuelta;623
7/15/18;3;Infantil ida;22
7/15/18;4;Infantil ida y vuelta;43
7/15/18;5;Junior ida;43
7/15/18;6;Junior ida y vuelta;125
7/15/18;7;Senior ida;10
7/15/18;8;Senior ida y vuelta;29
7/15/18;9;PMR ida;4
7/15/18;10;PMR ida y vuelta;5
7/15/18;16;Adulto viento;87
7/15/18;17;Infantil viento;12
7/15/18;18;Junior viento;24
7/15/18;19;Senior viento;4
7/15/18;20;PMR viento;51
7/15/18;21;Acomp PMR  ida;4
7/15/18;22;Acomp PMR  ida y vuelta;5
7/15/18;23;Acomp PMR  viento;2
7/16/18;1;Adulto ida;117
7/16/18;2;Adulto Ida y vuelta;606
7/16/18;3;Infantil ida;3
7/16/18;4;Infantil ida y vuelta;24
7/16/18;5;Junior ida;18
7/16/18;6;Junior ida y vuelta;104
7/16/18;8;Senior ida y vuelta;32
7/16/18;10;PMR ida y vuelta;16
7/16/18;22;Acomp PMR  ida y vuelta;17
7/17/18;1;Adulto ida;126
7/17/18;2;Adulto Ida y vuelta;562
7/17/18;3;Infantil ida;3
7/17/18;4;Infantil ida y vuelta;25
7/17/18;5;Junior ida;31
7/17/18;6;Junior ida y vuelta;107
7/17/18;7;Senior ida;6
7/17/18;8;Senior ida y vuelta;38
7/17/18;10;PMR ida y vuelta;13
7/17/18;22;Acomp PMR  ida y vuelta;13
7/18/18;1;Adulto ida;132
7/18/18;2;Adulto Ida y vuelta;604
7/18/18;3;Infantil ida;2
7/18/18;4;Infantil ida y vuelta;34
7/18/18;5;Junior ida;20
7/18/18;6;Junior ida y vuelta;133
7/18/18;7;Senior ida;4
7/18/18;8;Senior ida y vuelta;32
7/18/18;9;PMR ida;2
7/18/18;10;PMR ida y vuelta;9
7/18/18;21;Acomp PMR  ida;2
7/18/18;22;Acomp PMR  ida y vuelta;9
7/19/18;1;Adulto ida;87
7/19/18;2;Adulto Ida y vuelta;543
7/19/18;3;Infantil ida;2
7/19/18;4;Infantil ida y vuelta;28
7/19/18;5;Junior ida;11
7/19/18;6;Junior ida y vuelta;117
7/19/18;7;Senior ida;2
7/19/18;8;Senior ida y vuelta;44
7/19/18;10;PMR ida y vuelta;6
7/19/18;22;Acomp PMR  ida y vuelta;6
7/19/18;24;Invitacion RSC Ida y vuelta;1
7/19/18;26;Fam Num Ida y vuelta;7
7/20/18;1;Adulto ida;219
7/20/18;2;Adulto Ida y vuelta;480
7/20/18;3;Infantil ida;8
7/20/18;4;Infantil ida y vuelta;41
7/20/18;5;Junior ida;41
7/20/18;6;Junior ida y vuelta;97
7/20/18;7;Senior ida;5
7/20/18;8;Senior ida y vuelta;29
7/20/18;9;PMR ida;1
7/20/18;10;PMR ida y vuelta;13
7/20/18;11;Colegios Ida y vuelta;21
7/20/18;12;Acomp Colegios  Ida y vuelta;4
7/20/18;15;Invitacion ida y vuelta;1
7/20/18;16;Adulto viento;97
7/20/18;17;Infantil viento;5
7/20/18;18;Junior viento;16
7/20/18;19;Senior viento;5
7/20/18;20;PMR viento;1
7/20/18;21;Acomp PMR  ida;1
7/20/18;22;Acomp PMR  ida y vuelta;10
7/20/18;23;Acomp PMR  viento;1
7/20/18;25;Desempleados Ida y vuelta;1
7/20/18;26;Fam Num Ida y vuelta;12
7/21/18;1;Adulto ida;234
7/21/18;2;Adulto Ida y vuelta;1186
7/21/18;3;Infantil ida;15
7/21/18;4;Infantil ida y vuelta;83
7/21/18;5;Junior ida;44
7/21/18;6;Junior ida y vuelta;234
7/21/18;7;Senior ida;6
7/21/18;8;Senior ida y vuelta;55
7/21/18;9;PMR ida;3
7/21/18;10;PMR ida y vuelta;16
7/21/18;16;Adulto viento;7
7/21/18;21;Acomp PMR  ida;3
7/21/18;22;Acomp PMR  ida y vuelta;16
7/21/18;25;Desempleados Ida y vuelta;1
7/21/18;26;Fam Num Ida y vuelta;48
7/22/18;1;Adulto ida;245
7/22/18;2;Adulto Ida y vuelta;1211
7/22/18;3;Infantil ida;8
7/22/18;4;Infantil ida y vuelta;110
7/22/18;5;Junior ida;36
7/22/18;6;Junior ida y vuelta;218
7/22/18;7;Senior ida;10
7/22/18;8;Senior ida y vuelta;54
7/22/18;9;PMR ida;2
7/22/18;10;PMR ida y vuelta;18
7/22/18;15;Invitacion ida y vuelta;2
7/22/18;21;Acomp PMR  ida;2
7/22/18;22;Acomp PMR  ida y vuelta;18
7/22/18;25;Desempleados Ida y vuelta;2
7/22/18;26;Fam Num Ida y vuelta;36
7/23/18;1;Adulto ida;128
7/23/18;2;Adulto Ida y vuelta;456
7/23/18;3;Infantil ida;5
7/23/18;4;Infantil ida y vuelta;25
7/23/18;5;Junior ida;15
7/23/18;6;Junior ida y vuelta;97
7/23/18;8;Senior ida y vuelta;24
7/23/18;10;PMR ida y vuelta;6
7/23/18;15;Invitacion ida y vuelta;3
7/23/18;22;Acomp PMR  ida y vuelta;6
7/23/18;25;Desempleados Ida y vuelta;1
7/23/18;26;Fam Num Ida y vuelta;18
7/24/18;1;Adulto ida;108
7/24/18;2;Adulto Ida y vuelta;525
7/24/18;3;Infantil ida;2
7/24/18;4;Infantil ida y vuelta;33
7/24/18;5;Junior ida;15
7/24/18;6;Junior ida y vuelta;128
7/24/18;7;Senior ida;2
7/24/18;8;Senior ida y vuelta;34
7/24/18;10;PMR ida y vuelta;11
7/24/18;15;Invitacion ida y vuelta;2
7/24/18;22;Acomp PMR  ida y vuelta;11
7/24/18;26;Fam Num Ida y vuelta;36
7/25/18;1;Adulto ida;102
7/25/18;2;Adulto Ida y vuelta;624
7/25/18;3;Infantil ida;2
7/25/18;4;Infantil ida y vuelta;34
7/25/18;5;Junior ida;20
7/25/18;6;Junior ida y vuelta;115
7/25/18;7;Senior ida;1
7/25/18;8;Senior ida y vuelta;40
7/25/18;9;PMR ida;1
7/25/18;10;PMR ida y vuelta;33
7/25/18;21;Acomp PMR  ida;1
7/25/18;22;Acomp PMR  ida y vuelta;13
7/25/18;25;Desempleados Ida y vuelta;1
7/25/18;26;Fam Num Ida y vuelta;11
7/26/18;1;Adulto ida;126
7/26/18;2;Adulto Ida y vuelta;510
7/26/18;3;Infantil ida;2
7/26/18;4;Infantil ida y vuelta;23
7/26/18;5;Junior ida;17
7/26/18;6;Junior ida y vuelta;115
7/26/18;7;Senior ida;4
7/26/18;8;Senior ida y vuelta;34
7/26/18;9;PMR ida;1
7/26/18;10;PMR ida y vuelta;8
7/26/18;21;Acomp PMR  ida;1
7/26/18;22;Acomp PMR  ida y vuelta;8
7/26/18;25;Desempleados Ida y vuelta;1
7/26/18;26;Fam Num Ida y vuelta;20
7/27/18;1;Adulto ida;97
7/27/18;2;Adulto Ida y vuelta;513
7/27/18;3;Infantil ida;6
7/27/18;4;Infantil ida y vuelta;25
7/27/18;5;Junior ida;14
7/27/18;6;Junior ida y vuelta;107
7/27/18;7;Senior ida;1
7/27/18;8;Senior ida y vuelta;32
7/27/18;9;PMR ida;0
7/27/18;10;PMR ida y vuelta;5
7/27/18;13;Grupos ida y vuelta;47
7/27/18;14;Grupos Acomp ida y vuelta;2
7/27/18;21;Acomp PMR  ida;0
7/27/18;22;Acomp PMR  ida y vuelta;5
7/27/18;26;Fam Num Ida y vuelta;18
7/28/18;1;Adulto ida;136
7/28/18;2;Adulto Ida y vuelta;953
7/28/18;3;Infantil ida;4
7/28/18;4;Infantil ida y vuelta;68
7/28/18;5;Junior ida;30
7/28/18;6;Junior ida y vuelta;184
7/28/18;7;Senior ida;2
7/28/18;8;Senior ida y vuelta;31
7/28/18;9;PMR ida;1
7/28/18;10;PMR ida y vuelta;12
7/28/18;21;Acomp PMR  ida;1
7/28/18;22;Acomp PMR  ida y vuelta;11
7/28/18;25;Desempleados Ida y vuelta;1
7/28/18;26;Fam Num Ida y vuelta;45
7/29/18;1;Adulto ida;221
7/29/18;2;Adulto Ida y vuelta;996
7/29/18;3;Infantil ida;4
7/29/18;4;Infantil ida y vuelta;86
7/29/18;5;Junior ida;14
7/29/18;6;Junior ida y vuelta;178
7/29/18;7;Senior ida;5
7/29/18;8;Senior ida y vuelta;41
7/29/18;9;PMR ida;1
7/29/18;10;PMR ida y vuelta;13
7/29/18;13;Grupos ida y vuelta;27
7/29/18;14;Grupos Acomp ida y vuelta;1
7/29/18;21;Acomp PMR  ida;1
7/29/18;22;Acomp PMR  ida y vuelta;13
7/29/18;25;Desempleados Ida y vuelta;10
7/29/18;26;Fam Num Ida y vuelta;41
7/30/18;1;Adulto ida;107
7/30/18;2;Adulto Ida y vuelta;532
7/30/18;3;Infantil ida;2
7/30/18;4;Infantil ida y vuelta;35
7/30/18;5;Junior ida;12
7/30/18;6;Junior ida y vuelta;108
7/30/18;7;Senior ida;1
7/30/18;8;Senior ida y vuelta;47
7/30/18;10;PMR ida y vuelta;7
7/30/18;22;Acomp PMR  ida y vuelta;7
7/30/18;25;Desempleados Ida y vuelta;1
7/30/18;26;Fam Num Ida y vuelta;9
7/30/18;33;C joven ida y vuelta;14
7/31/18;1;Adulto ida;81
7/31/18;2;Adulto Ida y vuelta;484
7/31/18;3;Infantil ida;2
7/31/18;4;Infantil ida y vuelta;29
7/31/18;5;Junior ida;8
7/31/18;6;Junior ida y vuelta;119
7/31/18;7;Senior ida;1
7/31/18;8;Senior ida y vuelta;30
7/31/18;9;PMR ida;1
7/31/18;10;PMR ida y vuelta;3
7/31/18;15;Invitacion ida y vuelta;3
7/31/18;21;Acomp PMR  ida;1
7/31/18;22;Acomp PMR  ida y vuelta;3
7/31/18;25;Desempleados Ida y vuelta;1
7/31/18;26;Fam Num Ida y vuelta;14
7/31/18;33;C joven ida y vuelta;7
8/1/18;1;Adulto ida;81
8/1/18;2;Adulto Ida y vuelta;492
8/1/18;4;Infantil ida y vuelta;24
8/1/18;5;Junior ida;12
8/1/18;6;Junior ida y vuelta;131
8/1/18;8;Senior ida y vuelta;18
8/1/18;10;PMR ida y vuelta;4
8/1/18;22;Acomp PMR  ida y vuelta;4
8/1/18;25;Desempleados Ida y vuelta;3
8/1/18;26;Fam Num Ida y vuelta;20
8/1/18;33;C joven ida y vuelta;7
8/2/18;1;Adulto ida;48
8/2/18;2;Adulto Ida y vuelta;458
8/2/18;4;Infantil ida y vuelta;16
8/2/18;5;Junior ida;17
8/2/18;6;Junior ida y vuelta;104
8/2/18;7;Senior ida;3
8/2/18;8;Senior ida y vuelta;35
8/2/18;9;PMR ida;1
8/2/18;10;PMR ida y vuelta;6
8/2/18;21;Acomp PMR  ida;1
8/2/18;22;Acomp PMR  ida y vuelta;6
8/2/18;25;Desempleados Ida y vuelta;3
8/2/18;26;Fam Num Ida y vuelta;9
8/2/18;33;C joven ida y vuelta;7
8/3/18;1;Adulto ida;76
8/3/18;2;Adulto Ida y vuelta;407
8/3/18;3;Infantil ida;1
8/3/18;4;Infantil ida y vuelta;23
8/3/18;5;Junior ida;16
8/3/18;6;Junior ida y vuelta;91
8/3/18;7;Senior ida;1
8/3/18;8;Senior ida y vuelta;17
8/3/18;9;PMR ida;1
8/3/18;10;PMR ida y vuelta;9
8/3/18;21;Acomp PMR  ida;1
8/3/18;22;Acomp PMR  ida y vuelta;8
8/3/18;25;Desempleados Ida y vuelta;1
8/3/18;26;Fam Num Ida y vuelta;15
8/3/18;33;C joven ida y vuelta;8
8/4/18;1;Adulto ida;122
8/4/18;2;Adulto Ida y vuelta;566
8/4/18;3;Infantil ida;2
8/4/18;4;Infantil ida y vuelta;36
8/4/18;5;Junior ida;18
8/4/18;6;Junior ida y vuelta;91
8/4/18;8;Senior ida y vuelta;18
8/4/18;10;PMR ida y vuelta;6
8/4/18;22;Acomp PMR  ida y vuelta;5
8/4/18;25;Desempleados Ida y vuelta;1
8/4/18;26;Fam Num Ida y vuelta;30
8/4/18;33;C joven ida y vuelta;6
8/5/18;1;Adulto ida;89
8/5/18;2;Adulto Ida y vuelta;725
8/5/18;3;Infantil ida;3
8/5/18;4;Infantil ida y vuelta;41
8/5/18;5;Junior ida;8
8/5/18;6;Junior ida y vuelta;148
8/5/18;7;Senior ida;1
8/5/18;8;Senior ida y vuelta;24
8/5/18;9;PMR ida;1
8/5/18;10;PMR ida y vuelta;4
8/5/18;21;Acomp PMR  ida;1
8/5/18;22;Acomp PMR  ida y vuelta;4
8/5/18;25;Desempleados Ida y vuelta;1
8/5/18;26;Fam Num Ida y vuelta;27
8/5/18;33;C joven ida y vuelta;6
8/6/18;1;Adulto ida;174
8/6/18;2;Adulto Ida y vuelta;259
8/6/18;3;Infantil ida;2
8/6/18;4;Infantil ida y vuelta;15
8/6/18;5;Junior ida;27
8/6/18;6;Junior ida y vuelta;67
8/6/18;7;Senior ida;2
8/6/18;8;Senior ida y vuelta;14
8/6/18;9;PMR ida;2
8/6/18;10;PMR ida y vuelta;2
8/6/18;15;Invitacion ida y vuelta;4
8/6/18;16;Adulto viento;71
8/6/18;18;Junior viento;14
8/6/18;19;Senior viento;1
8/6/18;22;Acomp PMR  ida y vuelta;2
8/6/18;26;Fam Num Ida y vuelta;1
8/6/18;33;C joven ida y vuelta;4
8/7/18;1;Adulto ida;254
8/7/18;2;Adulto Ida y vuelta;440
8/7/18;3;Infantil ida;12
8/7/18;4;Infantil ida y vuelta;24
8/7/18;5;Junior ida;49
8/7/18;6;Junior ida y vuelta;108
8/7/18;7;Senior ida;7
8/7/18;8;Senior ida y vuelta;17
8/7/18;9;PMR ida;3
8/7/18;10;PMR ida y vuelta;5
8/7/18;16;Adulto viento;134
8/7/18;17;Infantil viento;7
8/7/18;18;Junior viento;27
8/7/18;19;Senior viento;4
8/7/18;20;PMR viento;2
8/7/18;21;Acomp PMR  ida;3
8/7/18;22;Acomp PMR  ida y vuelta;5
8/7/18;23;Acomp PMR  viento;2
8/7/18;26;Fam Num Ida y vuelta;13
8/7/18;33;C joven ida y vuelta;5
8/8/18;1;Adulto ida;112
8/8/18;2;Adulto Ida y vuelta;475
8/8/18;3;Infantil ida;2
8/8/18;4;Infantil ida y vuelta;23
8/8/18;5;Junior ida;27
8/8/18;6;Junior ida y vuelta;107
8/8/18;7;Senior ida;4
8/8/18;8;Senior ida y vuelta;36
8/8/18;9;PMR ida;0
8/8/18;10;PMR ida y vuelta;4
8/8/18;16;Adulto viento;15
8/8/18;17;Infantil viento;2
8/8/18;18;Junior viento;3
8/8/18;19;Senior viento;2
8/8/18;21;Acomp PMR  ida;0
8/8/18;22;Acomp PMR  ida y vuelta;4
8/8/18;25;Desempleados Ida y vuelta;3
8/8/18;26;Fam Num Ida y vuelta;26
8/8/18;33;C joven ida y vuelta;3
8/9/18;1;Adulto ida;163
8/9/18;2;Adulto Ida y vuelta;648
8/9/18;3;Infantil ida;2
8/9/18;4;Infantil ida y vuelta;39
8/9/18;5;Junior ida;38
8/9/18;6;Junior ida y vuelta;157
8/9/18;7;Senior ida;1
8/9/18;8;Senior ida y vuelta;32
8/9/18;10;PMR ida y vuelta;11
8/9/18;15;Invitacion ida y vuelta;3
8/9/18;22;Acomp PMR  ida y vuelta;11
8/9/18;26;Fam Num Ida y vuelta;50
8/9/18;33;C joven ida y vuelta;7
8/10/18;1;Adulto ida;145
8/10/18;2;Adulto Ida y vuelta;605
8/10/18;3;Infantil ida;9
8/10/18;4;Infantil ida y vuelta;51
8/10/18;5;Junior ida;39
8/10/18;6;Junior ida y vuelta;151
8/10/18;7;Senior ida;5
8/10/18;8;Senior ida y vuelta;26
8/10/18;10;PMR ida y vuelta;13
8/10/18;22;Acomp PMR  ida y vuelta;13
8/10/18;26;Fam Num Ida y vuelta;72
8/10/18;33;C joven ida y vuelta;13
8/11/18;1;Adulto ida;202
8/11/18;2;Adulto Ida y vuelta;992
8/11/18;3;Infantil ida;3
8/11/18;4;Infantil ida y vuelta;63
8/11/18;5;Junior ida;34
8/11/18;6;Junior ida y vuelta;187
8/11/18;8;Senior ida y vuelta;40
8/11/18;9;PMR ida;2
8/11/18;10;PMR ida y vuelta;11
8/11/18;21;Acomp PMR  ida;2
8/11/18;22;Acomp PMR  ida y vuelta;11
8/11/18;25;Desempleados Ida y vuelta;6
8/11/18;26;Fam Num Ida y vuelta;59
8/11/18;33;C joven ida y vuelta;20
8/12/18;1;Adulto ida;203
8/12/18;2;Adulto Ida y vuelta;952
8/12/18;3;Infantil ida;10
8/12/18;4;Infantil ida y vuelta;82
8/12/18;5;Junior ida;32
8/12/18;6;Junior ida y vuelta;186
8/12/18;7;Senior ida;3
8/12/18;8;Senior ida y vuelta;50
8/12/18;9;PMR ida;1
8/12/18;10;PMR ida y vuelta;12
8/12/18;21;Acomp PMR  ida;1
8/12/18;22;Acomp PMR  ida y vuelta;12
8/12/18;25;Desempleados Ida y vuelta;2
8/12/18;26;Fam Num Ida y vuelta;27
8/12/18;33;C joven ida y vuelta;13
8/13/18;1;Adulto ida;120
8/13/18;2;Adulto Ida y vuelta;649
8/13/18;3;Infantil ida;2
8/13/18;4;Infantil ida y vuelta;25
8/13/18;5;Junior ida;12
8/13/18;6;Junior ida y vuelta;120
8/13/18;8;Senior ida y vuelta;33
8/13/18;10;PMR ida y vuelta;4
8/13/18;14;Grupos Acomp ida y vuelta;1
8/13/18;15;Invitacion ida y vuelta;2
8/13/18;22;Acomp PMR  ida y vuelta;4
8/13/18;25;Desempleados Ida y vuelta;4
8/13/18;26;Fam Num Ida y vuelta;28
8/13/18;33;C joven ida y vuelta;7
8/14/18;1;Adulto ida;148
8/14/18;2;Adulto Ida y vuelta;577
8/14/18;3;Infantil ida;6
8/14/18;4;Infantil ida y vuelta;50
8/14/18;5;Junior ida;17
8/14/18;6;Junior ida y vuelta;154
8/14/18;7;Senior ida;1
8/14/18;8;Senior ida y vuelta;44
8/14/18;9;PMR ida;2
8/14/18;10;PMR ida y vuelta;3
8/14/18;21;Acomp PMR  ida;2
8/14/18;22;Acomp PMR  ida y vuelta;3
8/14/18;25;Desempleados Ida y vuelta;4
8/14/18;26;Fam Num Ida y vuelta;20
8/14/18;33;C joven ida y vuelta;4
8/15/18;1;Adulto ida;133
8/15/18;2;Adulto Ida y vuelta;1104
8/15/18;3;Infantil ida;15
8/15/18;4;Infantil ida y vuelta;114
8/15/18;5;Junior ida;17
8/15/18;6;Junior ida y vuelta;209
8/15/18;7;Senior ida;1
8/15/18;8;Senior ida y vuelta;59
8/15/18;9;PMR ida;3
8/15/18;10;PMR ida y vuelta;26
8/15/18;12;Acomp Colegios  Ida y vuelta;1
8/15/18;21;Acomp PMR  ida;3
8/15/18;22;Acomp PMR  ida y vuelta;26
8/15/18;25;Desempleados Ida y vuelta;4
8/15/18;26;Fam Num Ida y vuelta;80
8/15/18;33;C joven ida y vuelta;21
8/16/18;1;Adulto ida;98
8/16/18;2;Adulto Ida y vuelta;668
8/16/18;3;Infantil ida;3
8/16/18;4;Infantil ida y vuelta;51
8/16/18;5;Junior ida;20
8/16/18;6;Junior ida y vuelta;151
8/16/18;7;Senior ida;1
8/16/18;8;Senior ida y vuelta;29
